ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
30	"ENSG00000230791.4"	"LST1"	chrGL000256.1	+	2887096	2887488	2887141	2887488	2886522	2886545	30	0	0			120	75	NA	NA	NA		NA
31	"ENSG00000235439.6"	"DDX39B"	chrGL000256.1	-	2829360	2829531	2829360	2829508	2829634	2829779	31	0	0			98	75	NA	NA	NA		NA
32	"ENSG00000235439.6"	"DDX39B"	chrGL000256.1	-	2829634	2829779	2829634	2829760	2829877	2829987	32	0	0			94	75	NA	NA	NA		NA
33	"ENSG00000235439.6"	"DDX39B"	chrGL000256.1	-	2837344	2837521	2837344	2837437	2837728	2837856	33	0	0			159	75	NA	NA	NA		NA
34	"ENSG00000235439.6"	"DDX39B"	chrGL000256.1	-	2838903	2839246	2838903	2839116	2839734	2839909	34	0	0			205	75	NA	NA	NA		NA
35	"ENSG00000235439.6"	"DDX39B"	chrGL000256.1	-	2838903	2839246	2838903	2839116	2840531	2841030	35	0	0			205	75	NA	NA	NA		NA
36	"ENSG00000227772.4"	"MICB"	chrGL000256.1	+	2804722	2805010	2804851	2805010	2804196	2804451	36	0	0			204	75	NA	NA	NA		NA
37	"ENSG00000228964.5"	"HLA-B"	chrGL000256.1	-	2656168	2656219	2656168	2656201	2656642	2656759	37	0	0			93	75	NA	NA	NA		NA
38	"ENSG00000206435.6"	"HLA-C"	chrGL000256.1	-	2570746	2570797	2570746	2570779	2571218	2571338	38	0	0			93	75	NA	NA	NA		NA
39	"ENSG00000206435.6"	"HLA-C"	chrGL000256.1	-	2572322	2572598	2572322	2572581	2572844	2573114	39	0	0			92	75	NA	NA	NA		NA
40	"ENSG00000223775.4"	"MRPS18B"	chrGL000256.1	+	1919736	1919862	1919764	1919862	1919548	1919657	40	0	0			103	75	NA	NA	NA		NA
41	"ENSG00000225989.5"	"ABCF1"	chrGL000256.1	+	1878130	1878260	1878133	1878260	1877875	1877971	41	0	0			78	75	NA	NA	NA		NA
42	"ENSG00000239927.1"	"RPP21"	chrGL000256.1	+	1643221	1643328	1643245	1643328	1643052	1643153	42	0	0			99	75	NA	NA	NA		NA
43	"ENSG00000234046.3"	"TRIM26"	chrGL000256.1	-	1496848	1497447	1496848	1497336	1499217	1499321	43	0	0			186	75	NA	NA	NA		NA
44	"ENSG00000234046.3"	"TRIM26"	chrGL000256.1	-	1499217	1499321	1499217	1499266	1502839	1502949	44	0	0			130	75	NA	NA	NA		NA
45	"ENSG00000235309.3"	"HLA-J"	chrGL000256.1	+	1306142	1306282	1306249	1306282	1305689	1305806	45	0	0			182	75	NA	NA	NA		NA
46	"ENSG00000206284.4"	"WDR46"	chrGL000255.1	-	4479123	4479626	4479123	4479363	4479779	4479875	46	0	0			338	75	NA	NA	NA		NA
47	"ENSG00000206284.4"	"WDR46"	chrGL000255.1	-	4487984	4488046	4487984	4488022	4488167	4488255	47	0	0			99	75	NA	NA	NA		NA
48	"ENSG00000206289.7"	"RXRB"	chrGL000255.1	-	4395362	4395466	4395362	4395454	4395569	4395702	48	0	0			87	75	NA	NA	NA		NA
49	"ENSG00000206289.7"	"RXRB"	chrGL000255.1	-	4395569	4395702	4395569	4395627	4395906	4396036	49	0	0			150	75	NA	NA	NA		NA
50	"ENSG00000215077.6"	"BRD2"	chrGL000255.1	+	4177174	4177485	4177356	4177485	4176476	4176851	50	0	0			257	75	NA	NA	NA		NA
51	"ENSG00000242685.3"	"HLA-DMA"	chrGL000255.1	-	4149516	4149693	4149516	4149531	4150424	4150709	51	0	0			237	75	NA	NA	NA		NA
52	"ENSG00000242685.3"	"HLA-DMA"	chrGL000255.1	-	4149516	4149795	4149516	4149531	4150424	4150709	52	0	0			339	75	NA	NA	NA		NA
53	"ENSG00000242685.3"	"HLA-DMA"	chrGL000255.1	-	4149516	4149795	4149516	4149693	4150424	4150709	53	0	0			177	75	NA	NA	NA		NA
54	"ENSG00000206305.7"	"HLA-DQA1"	chrGL000255.1	+	3847625	3848260	3847827	3848260	3847286	3847461	54	0	0			277	75	NA	NA	NA		NA
55	"ENSG00000206305.7"	"HLA-DQA1"	chrGL000255.1	+	3847625	3848260	3847961	3848260	3847286	3847461	55	0	0			411	75	NA	NA	NA		NA
56	"ENSG00000206305.7"	"HLA-DQA1"	chrGL000255.1	+	3847827	3848260	3847961	3848260	3847286	3847461	56	0	0			209	75	NA	NA	NA		NA
57	"ENSG00000206320.8"	"AGER"	chrGL000255.1	-	3412351	3412547	3412351	3412505	3412677	3412784	57	0	0			117	75	NA	NA	NA		NA
58	"ENSG00000244444.2"	"EGFL8"	chrGL000255.1	+	3395883	3396054	3395943	3396054	3395706	3395802	58	0	0			135	75	NA	NA	NA		NA
59	"ENSG00000254875.4"	"EGFL8"	chrGL000255.1	+	3395883	3396054	3395899	3396054	3395706	3395802	59	0	0			91	75	NA	NA	NA		NA
60	"ENSG00000206329.11"	"PPT2"	chrGL000255.1	+	3384479	3384575	3384559	3384575	3383376	3383567	60	0	0			155	75	NA	NA	NA		NA
61	"ENSG00000206329.11"	"PPT2"	chrGL000255.1	+	3384479	3384575	3384559	3384575	3383819	3383973	61	0	0			155	75	NA	NA	NA		NA
62	"ENSG00000206340.6"	"C4A"	chrGL000255.1	+	3258396	3258629	3258456	3258629	3257996	3258168	62	0	0			135	75	NA	NA	NA		NA
63	"ENSG00000206346.4"	"DXO"	chrGL000255.1	-	3232171	3232391	3232171	3232318	3232477	3232713	63	0	0			148	75	NA	NA	NA		NA
64	"ENSG00000206353.7"	"SKIV2L"	chrGL000255.1	+	3222761	3222952	3222906	3222952	3222606	3222660	64	0	0			220	75	NA	NA	NA		NA
65	"ENSG00000206376.5"	"EHMT2"	chrGL000255.1	-	3146479	3146623	3146479	3146584	3148148	3148250	65	0	0			114	75	NA	NA	NA		NA
66	"ENSG00000206380.7"	"C6orf48"	chrGL000255.1	+	3097727	3097950	3097731	3097950	3096845	3096886	66	0	0			79	75	NA	NA	NA		NA
67	"ENSG00000206380.7"	"C6orf48"	chrGL000255.1	+	3097727	3097950	3097856	3097950	3096845	3096886	67	0	0			204	75	NA	NA	NA		NA
68	"ENSG00000206380.7"	"C6orf48"	chrGL000255.1	+	3097731	3097950	3097856	3097950	3096845	3096886	68	0	0			200	75	NA	NA	NA		NA
69	"ENSG00000206395.4"	"DDAH2"	chrGL000255.1	-	2988949	2989099	2988949	2989050	2989579	2989699	69	0	0			124	75	NA	NA	NA		NA
70	"ENSG00000206396.5"	"C6orf25"	chrGL000255.1	+	2986152	2986251	2986171	2986251	2985045	2985393	70	0	0			94	75	NA	NA	NA		NA
71	"ENSG00000206396.5"	"C6orf25"	chrGL000255.1	+	2986152	2986251	2986171	2986251	2985993	2986034	71	0	0			94	75	NA	NA	NA		NA
72	"ENSG00000206401.7"	"LY6G6E"	chrGL000255.1	-	2973751	2973957	2973751	2973956	2974079	2974205	72	0	0			76	75	NA	NA	NA		NA
73	"ENSG00000206402.6"	"LY6G6D"	chrGL000255.1	+	2978869	2979214	2978990	2979214	2976917	2977040	73	0	0			196	75	NA	NA	NA		NA
74	"ENSG00000206408.4"	"GPANK1"	chrGL000255.1	-	2925272	2926000	2925272	2925997	2926260	2926423	74	0	0			78	75	NA	NA	NA		NA
75	"ENSG00000096155.11"	"BAG6"	chrGL000255.1	-	2909006	2909260	2909006	2909242	2910093	2910168	75	0	0			93	75	NA	NA	NA		NA
76	"ENSG00000096155.11"	"BAG6"	chrGL000255.1	-	2910615	2910834	2910615	2910812	2910926	2911044	76	0	0			97	75	NA	NA	NA		NA
77	"ENSG00000206430.4"	"NCR3"	chrGL000255.1	-	2850313	2850650	2850313	2850595	2850944	2851052	77	0	0			130	75	NA	NA	NA		NA
78	"ENSG00000183214.8"	"MICA"	chrGL000255.1	+	2672395	2672683	2672532	2672683	2671866	2672121	78	0	0			212	75	NA	NA	NA		NA
79	"ENSG00000183214.8"	"MICA"	chrGL000255.1	+	2672395	2672683	2672567	2672683	2671866	2672121	79	0	0			247	75	NA	NA	NA		NA
80	"ENSG00000183214.8"	"MICA"	chrGL000255.1	+	2672532	2672683	2672567	2672683	2671866	2672121	80	0	0			110	75	NA	NA	NA		NA
81	"ENSG00000206457.6"	"CCHCR1"	chrGL000255.1	-	2406573	2406745	2406573	2406703	2406872	2407024	81	0	0			117	75	NA	NA	NA		NA
82	"ENSG00000206476.9"	"VARS2"	chrGL000255.1	+	2183149	2183322	2183217	2183322	2182883	2183009	82	0	0			143	75	NA	NA	NA		NA
83	"ENSG00000215522.7"	"DDR1"	chrGL000255.1	+	2155271	2155437	2155353	2155437	2154037	2154189	83	0	0			157	75	NA	NA	NA		NA
84	"ENSG00000215522.7"	"DDR1"	chrGL000255.1	+	2157386	2157631	2157496	2157631	2156169	2156280	84	0	0			185	75	NA	NA	NA		NA
85	"ENSG00000215522.7"	"DDR1"	chrGL000255.1	+	2158126	2158363	2158144	2158363	2157779	2157907	85	0	0			93	75	NA	NA	NA		NA
86	"ENSG00000242726.1"	"RPP21"	chrGL000255.1	+	1606144	1606251	1606168	1606251	1605975	1606076	86	0	0			99	75	NA	NA	NA		NA
87	"ENSG00000206505.8"	"HLA-A"	chrGL000255.1	+	1205628	1205661	1205632	1205661	1205073	1205190	87	0	0			79	75	NA	NA	NA		NA
88	"ENSG00000236222.4"	"WDR46"	chrGL000254.1	-	4720658	4721161	4720658	4720898	4721314	4721410	88	0	0			338	75	NA	NA	NA		NA
89	"ENSG00000236222.4"	"WDR46"	chrGL000254.1	-	4729485	4729547	4729485	4729523	4729668	4729756	89	0	0			99	75	NA	NA	NA		NA
90	"ENSG00000235712.6"	"RXRB"	chrGL000254.1	-	4636903	4637007	4636903	4636995	4637110	4637243	90	0	0			87	75	NA	NA	NA		NA
91	"ENSG00000235712.6"	"RXRB"	chrGL000254.1	-	4637110	4637243	4637110	4637168	4637445	4637575	91	0	0			150	75	NA	NA	NA		NA
92	"ENSG00000230763.7"	"HLA-DPB1"	chrGL000254.1	+	4389571	4389853	4389661	4389853	4385309	4385573	92	0	0			165	75	NA	NA	NA		NA
93	"ENSG00000234365.2"	"TAPSAR1"	chrGL000254.1	+	4149298	4149524	4149463	4149524	4148786	4148928	93	0	0			240	75	NA	NA	NA		NA
94	"ENSG00000230726.5"	"HLA-DRA"	chrGL000254.1	+	3789733	3790015	3789808	3790015	3788996	3789242	94	0	0			150	75	NA	NA	NA		NA
95	"ENSG00000237881.2"	"C6orf10"	chrGL000254.1	-	3697082	3697172	3697082	3697103	3702458	3702479	95	0	0			144	75	NA	NA	NA		NA
96	"ENSG00000230514.7"	"AGER"	chrGL000254.1	-	3531158	3531354	3531158	3531312	3531484	3531591	96	0	0			117	75	NA	NA	NA		NA
97	"ENSG00000228628.4"	"ATF6B"	chrGL000254.1	-	3464084	3464169	3464084	3464168	3464308	3464420	97	0	0			76	75	NA	NA	NA		NA
98	"ENSG00000228628.4"	"ATF6B"	chrGL000254.1	-	3464641	3464735	3464641	3464712	3464927	3465009	98	0	0			98	75	NA	NA	NA		NA
99	"ENSG00000206258.8"	"TNXB"	chrGL000254.1	-	3397615	3397939	3397615	3397906	3400287	3400611	99	0	0			108	75	NA	NA	NA		NA
100	"ENSG00000206258.8"	"TNXB"	chrGL000254.1	-	3401005	3401323	3401005	3401296	3403468	3403792	100	0	0			102	75	NA	NA	NA		NA
101	"ENSG00000226560.6"	"C2"	chrGL000254.1	+	3290535	3290720	3290579	3290720	3286850	3286940	101	0	0			119	75	NA	NA	NA		NA
102	"ENSG00000226560.6"	"C2"	chrGL000254.1	+	3292596	3292650	3292600	3292650	3292347	3292474	102	0	0			79	75	NA	NA	NA		NA
103	"ENSG00000226560.6"	"C2"	chrGL000254.1	+	3292798	3293293	3293082	3293293	3292600	3292650	103	0	0			359	75	NA	NA	NA		NA
104	"ENSG00000223757.4"	"VWA7"	chrGL000254.1	-	3120715	3120911	3120715	3120795	3121989	3122100	104	0	0			191	75	NA	NA	NA		NA
105	"ENSG00000227314.8"	"MSH5"	chrGL000254.1	+	3091595	3091756	3091634	3091756	3091360	3091482	105	0	0			114	75	NA	NA	NA		NA
106	"ENSG00000227314.8"	"MSH5"	chrGL000254.1	+	3091595	3091756	3091646	3091756	3091360	3091482	106	0	0			126	75	NA	NA	NA		NA
107	"ENSG00000227314.8"	"MSH5"	chrGL000254.1	+	3091634	3091756	3091646	3091756	3091360	3091482	107	0	0			87	75	NA	NA	NA		NA
108	"ENSG00000227314.8"	"MSH5"	chrGL000254.1	+	3106006	3106094	3106021	3106094	3105638	3105767	108	0	0			90	75	NA	NA	NA		NA
109	"ENSG00000227314.8"	"MSH5"	chrGL000254.1	+	3108658	3108736	3108661	3108736	3108163	3108313	109	0	0			78	75	NA	NA	NA		NA
110	"ENSG00000227314.8"	"MSH5"	chrGL000254.1	+	3109291	3109429	3109339	3109429	3108945	3109089	110	0	0			123	75	NA	NA	NA		NA
111	"ENSG00000237459.2"	"C6orf25"	chrGL000254.1	+	3072205	3072304	3072224	3072304	3071098	3071446	111	0	0			94	75	NA	NA	NA		NA
112	"ENSG00000237459.2"	"C6orf25"	chrGL000254.1	+	3072205	3072304	3072224	3072304	3072046	3072087	112	0	0			94	75	NA	NA	NA		NA
113	"ENSG00000236902.4"	"LY6G6D"	chrGL000254.1	+	3064919	3065264	3065040	3065264	3062963	3063086	113	0	0			196	75	NA	NA	NA		NA
114	"ENSG00000224398.3"	"CSNK2B"	chrGL000254.1	+	3015306	3015427	3015324	3015427	3014277	3014360	114	0	0			93	75	NA	NA	NA		NA
115	"ENSG00000234651.6"	"BAG6"	chrGL000254.1	-	2995041	2995295	2995041	2995277	2996127	2996202	115	0	0			93	75	NA	NA	NA		NA
116	"ENSG00000234651.6"	"BAG6"	chrGL000254.1	-	2996649	2996868	2996649	2996846	2996960	2997078	116	0	0			97	75	NA	NA	NA		NA
117	"ENSG00000225211.2"	"NCR3"	chrGL000254.1	-	2936372	2936709	2936372	2936654	2937003	2937111	117	0	0			130	75	NA	NA	NA		NA
118	"ENSG00000229496.6"	"DDX39B"	chrGL000254.1	-	2878305	2878476	2878305	2878453	2878579	2878724	118	0	0			98	75	NA	NA	NA		NA
119	"ENSG00000229496.6"	"DDX39B"	chrGL000254.1	-	2878579	2878724	2878579	2878705	2878822	2878932	119	0	0			94	75	NA	NA	NA		NA
120	"ENSG00000229496.6"	"DDX39B"	chrGL000254.1	-	2886289	2886466	2886289	2886382	2886673	2886801	120	0	0			159	75	NA	NA	NA		NA
121	"ENSG00000229496.6"	"DDX39B"	chrGL000254.1	-	2887846	2888189	2887846	2888059	2888676	2888851	121	0	0			205	75	NA	NA	NA		NA
122	"ENSG00000229496.6"	"DDX39B"	chrGL000254.1	-	2887846	2888189	2887846	2888059	2889473	2889972	122	0	0			205	75	NA	NA	NA		NA
123	"ENSG00000232126.3"	"HLA-B"	chrGL000254.1	-	2702189	2702240	2702189	2702222	2702663	2702780	123	0	0			93	75	NA	NA	NA		NA
124	"ENSG00000225691.2"	"HLA-C"	chrGL000254.1	-	2617805	2617856	2617805	2617838	2618277	2618397	124	0	0			93	75	NA	NA	NA		NA
125	"ENSG00000225691.2"	"HLA-C"	chrGL000254.1	-	2619381	2619657	2619381	2619640	2619902	2620172	125	0	0			92	75	NA	NA	NA		NA
126	"ENSG00000224180.4"	"CCHCR1"	chrGL000254.1	-	2492675	2492847	2492675	2492805	2492974	2493126	126	0	0			117	75	NA	NA	NA		NA
127	"ENSG00000229861.4"	"MRPS18B"	chrGL000254.1	+	1969313	1969439	1969341	1969439	1969125	1969234	127	0	0			103	75	NA	NA	NA		NA
128	"ENSG00000236399.3"	"TRIM40"	chrGL000254.1	+	1496651	1496876	1496738	1496876	1495660	1495756	128	0	0			162	75	NA	NA	NA		NA
129	"ENSG00000226586.3"	"HLA-J"	chrGL000254.1	+	1358678	1358818	1358785	1358818	1358225	1358342	129	0	0			182	75	NA	NA	NA		NA
130	"ENSG00000227715.6"	"HLA-A"	chrGL000254.1	+	1294738	1294771	1294742	1294771	1294183	1294300	130	0	0			79	75	NA	NA	NA		NA
131	"ENSG00000229194.3"	"HLA-V"	chrGL000254.1	+	1060287	1060541	1060345	1060541	1059942	1060010	131	0	0			133	75	NA	NA	NA		NA
132	"ENSG00000229194.3"	"HLA-V"	chrGL000254.1	+	1060287	1060541	1060460	1060541	1059942	1060010	132	0	0			248	75	NA	NA	NA		NA
133	"ENSG00000229194.3"	"HLA-V"	chrGL000254.1	+	1060345	1060541	1060460	1060541	1059942	1060010	133	0	0			190	75	NA	NA	NA		NA
134	"ENSG00000229194.3"	"HLA-V"	chrGL000254.1	+	1061586	1065868	1065249	1065868	1060672	1060942	134	0	0			3738	75	NA	NA	NA		NA
135	"ENSG00000231037.1"	"HCG25"	chrGL000253.1	+	4675689	4675792	4675696	4675792	4674870	4674970	135	0	0			82	75	NA	NA	NA		NA
136	"ENSG00000231037.1"	"HCG25"	chrGL000253.1	+	4676593	4676787	4676658	4676787	4675696	4675792	136	0	0			140	75	NA	NA	NA		NA
137	"ENSG00000231321.5"	"RXRB"	chrGL000253.1	-	4620455	4620559	4620455	4620547	4620662	4620795	137	0	0			87	75	NA	NA	NA		NA
138	"ENSG00000231321.5"	"RXRB"	chrGL000253.1	-	4620662	4620795	4620662	4620720	4620999	4621129	138	0	0			150	75	NA	NA	NA		NA
139	"ENSG00000229295.7"	"HLA-DPB1"	chrGL000253.1	+	4510272	4510554	4510362	4510554	4505994	4506258	139	0	0			165	75	NA	NA	NA		NA
140	"ENSG00000234704.5"	"BRD2"	chrGL000253.1	+	4402259	4402570	4402441	4402570	4401561	4401936	140	0	0			257	75	NA	NA	NA		NA
141	"ENSG00000243189.3"	"HLA-DMA"	chrGL000253.1	-	4374601	4374778	4374601	4374616	4375509	4375794	141	0	0			237	75	NA	NA	NA		NA
142	"ENSG00000243189.3"	"HLA-DMA"	chrGL000253.1	-	4374601	4374880	4374601	4374616	4375509	4375794	142	0	0			339	75	NA	NA	NA		NA
143	"ENSG00000243189.3"	"HLA-DMA"	chrGL000253.1	-	4374601	4374880	4374601	4374778	4375509	4375794	143	0	0			177	75	NA	NA	NA		NA
144	"ENSG00000236443.2"	"PSMB8"	chrGL000253.1	-	4267644	4267756	4267644	4267684	4267914	4268062	144	0	0			147	75	NA	NA	NA		NA
145	"ENSG00000225824.4"	"HLA-DQB1"	chrGL000253.1	-	4085067	4085349	4085067	4085186	4088235	4088505	145	0	0			238	75	NA	NA	NA		NA
146	"ENSG00000225890.6"	"HLA-DQA1"	chrGL000253.1	+	4066797	4067504	4067009	4067504	4066463	4066638	146	0	0			287	75	NA	NA	NA		NA
147	"ENSG00000225890.6"	"HLA-DQA1"	chrGL000253.1	+	4066797	4067504	4067144	4067504	4066463	4066638	147	0	0			422	75	NA	NA	NA		NA
148	"ENSG00000225890.6"	"HLA-DQA1"	chrGL000253.1	+	4067009	4067504	4067144	4067504	4066463	4066638	148	0	0			210	75	NA	NA	NA		NA
149	"ENSG00000226260.5"	"HLA-DRA"	chrGL000253.1	+	3753020	3753302	3753095	3753302	3752283	3752529	149	0	0			150	75	NA	NA	NA		NA
150	"ENSG00000236697.3"	"GPSM3"	chrGL000253.1	-	3502306	3502506	3502306	3502468	3502745	3502848	150	0	0			113	75	NA	NA	NA		NA
151	"ENSG00000229058.6"	"AGER"	chrGL000253.1	-	3494155	3494351	3494155	3494309	3494481	3494588	151	0	0			117	75	NA	NA	NA		NA
152	"ENSG00000243897.4"	"EGFL8"	chrGL000253.1	+	3477690	3477861	3477750	3477861	3477513	3477609	152	0	0			135	75	NA	NA	NA		NA
153	"ENSG00000204364.6"	"C2"	chrGL000253.1	+	3253511	3253696	3253555	3253696	3249817	3249907	153	0	0			119	75	NA	NA	NA		NA
154	"ENSG00000204364.6"	"C2"	chrGL000253.1	+	3255572	3255626	3255576	3255626	3255323	3255450	154	0	0			79	75	NA	NA	NA		NA
155	"ENSG00000204364.6"	"C2"	chrGL000253.1	+	3255774	3256269	3256058	3256269	3255576	3255626	155	0	0			359	75	NA	NA	NA		NA
156	"ENSG00000230961.6"	"MSH5"	chrGL000253.1	+	3054789	3054950	3054828	3054950	3054554	3054676	156	0	0			114	75	NA	NA	NA		NA
157	"ENSG00000230961.6"	"MSH5"	chrGL000253.1	+	3054789	3054950	3054840	3054950	3054554	3054676	157	0	0			126	75	NA	NA	NA		NA
158	"ENSG00000230961.6"	"MSH5"	chrGL000253.1	+	3054828	3054950	3054840	3054950	3054554	3054676	158	0	0			87	75	NA	NA	NA		NA
159	"ENSG00000233076.2"	"DDAH2"	chrGL000253.1	-	3038209	3038359	3038209	3038310	3038839	3038959	159	0	0			124	75	NA	NA	NA		NA
160	"ENSG00000228090.2"	"C6orf25"	chrGL000253.1	+	3035411	3035510	3035430	3035510	3034304	3034652	160	0	0			94	75	NA	NA	NA		NA
161	"ENSG00000228090.2"	"C6orf25"	chrGL000253.1	+	3035411	3035510	3035430	3035510	3035252	3035293	161	0	0			94	75	NA	NA	NA		NA
162	"ENSG00000232960.5"	"CSNK2B"	chrGL000253.1	+	2978516	2978637	2978534	2978637	2977487	2977570	162	0	0			93	75	NA	NA	NA		NA
163	"ENSG00000223932.2"	"GPANK1"	chrGL000253.1	-	2974519	2975247	2974519	2975244	2975507	2975670	163	0	0			78	75	NA	NA	NA		NA
164	"ENSG00000236979.2"	"NCR3"	chrGL000253.1	-	2899555	2899892	2899555	2899837	2900186	2900294	164	0	0			130	75	NA	NA	NA		NA
165	"ENSG00000231372.3"	"MICB"	chrGL000253.1	+	2816840	2817128	2816969	2817128	2816314	2816569	165	0	0			204	75	NA	NA	NA		NA
166	"ENSG00000226201.2"	"PSMB8"	chrGL000254.1	-	4147325	4147437	4147325	4147365	4147595	4147743	166	0	0			147	75	NA	NA	NA		NA
167	"ENSG00000237022.5"	"HLA-C"	chrGL000253.1	-	2584162	2584213	2584162	2584195	2584634	2584754	167	0	0			93	75	NA	NA	NA		NA
168	"ENSG00000237022.5"	"HLA-C"	chrGL000253.1	-	2585738	2586014	2585738	2585997	2586260	2586530	168	0	0			92	75	NA	NA	NA		NA
169	"ENSG00000223533.4"	"CCHCR1"	chrGL000253.1	-	2459097	2459269	2459097	2459227	2459396	2459548	169	0	0			117	75	NA	NA	NA		NA
170	"ENSG00000236271.4"	"FLOT1"	chrGL000253.1	-	2057060	2057575	2057060	2057204	2057662	2057738	170	0	0			446	75	NA	NA	NA		NA
