ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3868	"ENSG00000159884.7"	"CCDC107"	chr9	+	35660553	35661184	35660553	35660644	35660936	35661184
4068	"ENSG00000186281.8"	"GPAT2"	chr2	-	96688705	96689188	96688705	96688771	96689056	96689188
4184	"ENSG00000204472.8"	"AIF1"	chr6	+	31583446	31584283	31583446	31583513	31584120	31584283
4216	"ENSG00000204713.6"	"TRIM27"	chr6	-	28870778	28876617	28870778	28872442	28876584	28876617
4425	"ENSG00000204301.5"	"NOTCH4"	chr6	-	32168893	32171659	32168893	32169277	32171546	32171659
4497	"ENSG00000198677.6"	"TTC37"	chr5	-	94852228	94852764	94852228	94852290	94852619	94852764
4600	"ENSG00000114626.13"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
4642	"ENSG00000135218.13"	"CD36"	chr7	+	80302085	80303463	80302085	80302159	80303298	80303463
4714	"ENSG00000143093.10"	"STRIP1"	chr1	+	110591733	110593031	110591733	110591860	110592964	110593031
4969	"ENSG00000102977.9"	"ACD"	chr16	-	67692830	67693516	67692830	67692982	67693439	67693516
5104	"ENSG00000131652.9"	"THOC6"	chr16	+	3075924	3076289	3075924	3075989	3076251	3076289
5339	"ENSG00000141141.10"	"DDX52"	chr17	-	35979812	35981322	35979812	35979884	35981171	35981322
5375	"ENSG00000144635.4"	"DYNC1LI1"	chr3	-	32571775	32574589	32571775	32571820	32574477	32574589
5472	"ENSG00000135924.11"	"DNAJB2"	chr2	+	220147558	220148211	220147558	220147651	220148140	220148211
5718	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
5726	"ENSG00000112739.12"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4060920	4061888	4062533
5814	"ENSG00000132781.13"	"MUTYH"	chr1	-	45798434	45798842	45798434	45798506	45798768	45798842
5827	"ENSG00000131697.13"	"NPHP4"	chr1	-	5924397	5926518	5924397	5924577	5926432	5926518
5843	"ENSG00000160271.10"	"RALGDS"	chr9	-	135973106	135977526	135973106	135974149	135977324	135977526
5946	"ENSG00000188257.6"	"PLA2G2A"	chr1	-	20304507	20305372	20304507	20304614	20305226	20305372
6075	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6124	"ENSG00000196924.10"	"FLNA"	chrX	-	153578398	153580064	153578398	153578575	153579948	153580064
6131	"ENSG00000198858.5"	"R3HDM4"	chr19	-	901975	902434	901975	902067	902241	902434
6181	"ENSG00000188878.12"	"FBF1"	chr17	-	73910202	73911013	73910202	73910373	73910827	73911013
6200	"ENSG00000158864.8"	"NDUFS2"	chr1	+	161179900	161180500	161179900	161179978	161180380	161180500
6233	"ENSG00000116691.6"	"MIIP"	chr1	+	12089279	12090181	12089279	12089338	12090084	12090181
6327	"ENSG00000142327.7"	"RNPEPL1"	chr2	+	241513191	241514045	241513191	241513308	241513931	241514045
6389	"ENSG00000117122.9"	"MFAP2"	chr1	-	17303202	17304809	17303202	17303418	17304731	17304809
