ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3858	"ENSG00000143549.15"	"TPM3"	chr1	-	154143124	154145454	154143124	154143187	154145383	154145454
3869	"ENSG00000147813.11"	"NAPRT1"	chr8	-	144656954	144657515	144656954	144657070	144657360	144657515
4065	"ENSG00000186281.8"	"GPAT2"	chr2	-	96688705	96689188	96688705	96688771	96689056	96689188
4181	"ENSG00000204472.8"	"AIF1"	chr6	+	31583446	31584283	31583446	31583513	31584120	31584283
4341	"ENSG00000131899.6"	"LLGL1"	chr17	+	18143891	18145313	18143891	18144187	18145198	18145313
4422	"ENSG00000204301.5"	"NOTCH4"	chr6	-	32168893	32171659	32168893	32169277	32171546	32171659
4526	"ENSG00000143624.9"	"INTS3"	chr1	+	153719432	153721231	153719432	153719546	153721164	153721231
4597	"ENSG00000114626.13"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
4710	"ENSG00000143093.10"	"STRIP1"	chr1	+	110591733	110593031	110591733	110591860	110592964	110593031
4780	"ENSG00000145191.7"	"EIF2B5"	chr3	+	183860839	183862012	183860839	183860930	183861886	183862012
4966	"ENSG00000102977.9"	"ACD"	chr16	-	67692830	67693516	67692830	67692982	67693439	67693516
5031	"ENSG00000197816.9"	"CCDC180"	chr9	+	100132922	100136930	100132922	100133060	100136824	100136930
5100	"ENSG00000140043.7"	"PTGR2"	chr14	+	74343700	74346879	74343700	74343871	74346757	74346879
5103	"ENSG00000131652.9"	"THOC6"	chr16	+	3075924	3076289	3075924	3075989	3076251	3076289
5160	"ENSG00000179583.13"	"CIITA"	chr16	+	11000355	11003044	11000355	11002006	11002839	11003044
5407	"ENSG00000171824.9"	"EXOSC10"	chr1	-	11136898	11137708	11136898	11137005	11137657	11137708
5524	"ENSG00000234741.3"	"GAS5"	chr1	-	173833394	173834420	173833394	173833442	173834366	173834420
5552	"ENSG00000168090.5"	"COPS6"	chr7	+	99688214	99688775	99688214	99688277	99688660	99688775
5718	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
6070	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6278	"ENSG00000143416.16"	"SELENBP1"	chr1	-	151337664	151338160	151337664	151337757	151338081	151338160
