ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4604	"ENSG00000114626.13"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
4646	"ENSG00000135218.13"	"CD36"	chr7	+	80302085	80303463	80302085	80302159	80303298	80303463
4854	"ENSG00000103245.9"	"NARFL"	chr16	-	780842	782900	780842	781000	782300	782900
4855	"ENSG00000064687.8"	"ABCA7"	chr19	+	1041508	1042175	1041508	1041602	1042062	1042175
5022	"ENSG00000151967.14"	"SCHIP1"	chr3	+	159603995	159606732	159603995	159604113	159606608	159606732
5165	"ENSG00000179583.13"	"CIITA"	chr16	+	11000355	11003044	11000355	11002006	11002839	11003044
5251	"ENSG00000164068.11"	"RNF123"	chr3	+	49737100	49737997	49737100	49737205	49737904	49737997
5345	"ENSG00000141141.10"	"DDX52"	chr17	-	35979812	35981322	35979812	35979884	35981171	35981322
5377	"ENSG00000163703.13"	"CRELD1"	chr3	+	9984760	9985199	9984760	9984937	9985064	9985199
5472	"ENSG00000111602.7"	"TIMELESS"	chr12	-	56814746	56815593	56814746	56814918	56815510	56815593
5486	"ENSG00000127837.5"	"AAMP"	chr2	-	219130301	219131310	219130301	219130669	219131165	219131310
5533	"ENSG00000234741.3"	"GAS5"	chr1	-	173833394	173834420	173833394	173833442	173834366	173834420
5556	"ENSG00000168488.14"	"ATXN2L"	chr16	+	28847253	28847806	28847253	28847497	28847769	28847806
5562	"ENSG00000168090.5"	"COPS6"	chr7	+	99688214	99688775	99688214	99688277	99688660	99688775
5645	"ENSG00000090621.9"	"PABPC4"	chr1	-	40026487	40027875	40026487	40026794	40027744	40027875
5729	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
6081	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6203	"ENSG00000158864.8"	"NDUFS2"	chr1	+	161179900	161180500	161179900	161179978	161180380	161180500
6329	"ENSG00000142327.7"	"RNPEPL1"	chr2	+	241513191	241514045	241513191	241513308	241513931	241514045
6391	"ENSG00000117122.9"	"MFAP2"	chr1	-	17303202	17304809	17303202	17303418	17304731	17304809
