ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2936	"ENSG00000185101.8"	"ANO9"	chr11	-	419581	420860	419581	419729	420717	420860
2939	"ENSG00000185101.8"	"ANO9"	chr11	-	431693	433459	431693	431767	433313	433459
2943	"ENSG00000142102.11"	"ATHL1"	chr11	+	292885	293502	292885	292997	293365	293502
3008	"ENSG00000161960.10"	"EIF4A1"	chr17	+	7479841	7480483	7479841	7480008	7480373	7480483
3184	"ENSG00000102225.11"	"CDK16"	chrX	+	47085363	47086102	47085363	47085426	47085981	47086102
3208	"ENSG00000197958.8"	"RPL12"	chr9	-	130211888	130213684	130211888	130211987	130213328	130213684
3209	"ENSG00000197958.8"	"RPL12"	chr9	-	130211888	130213684	130211888	130211987	130213559	130213684
3260	"ENSG00000100650.11"	"SRSF5"	chr14	+	70235514	70237257	70235514	70235613	70236227	70237257
3276	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32048749	32050402	32048749	32048842	32050278	32050402
3280	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356
3473	"ENSG00000082068.4"	"WDR70"	chr5	+	37721216	37725152	37721216	37721317	37725035	37725152
3541	"ENSG00000172638.8"	"EFEMP2"	chr11	-	65634315	65634550	65634315	65634405	65634491	65634550
3869	"ENSG00000143549.15"	"TPM3"	chr1	-	154143124	154145454	154143124	154143187	154145383	154145454
3918	"ENSG00000051108.10"	"HERPUD1"	chr16	+	56973806	56974157	56973806	56974000	56974088	56974157
4191	"ENSG00000204472.8"	"AIF1"	chr6	+	31583446	31584283	31583446	31583513	31584120	31584283
4210	"ENSG00000206503.7"	"HLA-A"	chr6	+	29910533	29911320	29910533	29910803	29911061	29911320
4343	"ENSG00000134516.11"	"DOCK2"	chr5	+	169505978	169508988	169505978	169506150	169508845	169508988
4366	"ENSG00000106462.6"	"EZH2"	chr7	-	148513775	148515209	148513775	148513870	148514968	148515209
4434	"ENSG00000204301.5"	"NOTCH4"	chr6	-	32168893	32171659	32168893	32169277	32171546	32171659
4974	"ENSG00000102977.9"	"ACD"	chr16	-	67692830	67693516	67692830	67692982	67693439	67693516
5165	"ENSG00000179583.13"	"CIITA"	chr16	+	11000355	11003044	11000355	11002006	11002839	11003044
5412	"ENSG00000171824.9"	"EXOSC10"	chr1	-	11136898	11137708	11136898	11137005	11137657	11137708
5529	"ENSG00000234741.3"	"GAS5"	chr1	-	173833394	173834420	173833394	173833442	173834366	173834420
5557	"ENSG00000168090.5"	"COPS6"	chr7	+	99688214	99688775	99688214	99688277	99688660	99688775
5723	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
5731	"ENSG00000112739.12"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4060920	4061888	4062533
5914	"ENSG00000213145.5"	"CRIP1"	chr14	+	105952653	105954725	105952653	105953636	105954667	105954725
6024	"ENSG00000165525.13"	"NEMF"	chr14	-	50251642	50252038	50251642	50251722	50251937	50252038
6078	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6125	"ENSG00000039650.5"	"PNKP"	chr19	-	50364705	50365138	50364705	50364767	50365028	50365138
6152	"ENSG00000188313.8"	"PLSCR1"	chr3	-	146239330	146239840	146239330	146239488	146239619	146239840
6202	"ENSG00000158864.8"	"NDUFS2"	chr1	+	161179900	161180500	161179900	161179978	161180380	161180500
