ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2259	"ENSG00000105193.4"	"RPS16"	chr19	-	39926246	39926348	39926246	39926345	39926487	39926588
2268	"ENSG00000151632.12"	"AKR1C2"	chr10	-	5045943	5046206	5045943	5046114	5049598	5049698
2304	"ENSG00000137776.12"	"SLTM"	chr15	-	59209133	59209219	59209133	59209198	59213644	59213783
2305	"ENSG00000137776.12"	"SLTM"	chr15	-	59209133	59209219	59209133	59209198	59224554	59224642
2317	"ENSG00000140280.9"	"LYSMD2"	chr15	-	52016986	52017318	52016986	52017188	52029546	52030334
2344	"ENSG00000166762.12"	"CATSPER2"	chr15	-	43924396	43928024	43924396	43924561	43928238	43928417
2363	"ENSG00000062524.11"	"LTK"	chr15	-	41799292	41799855	41799292	41799488	41800266	41800419
2421	"ENSG00000226777.3"	"KIAA0125"	chr14	+	106388057	106388203	106388061	106388203	106386921	106387107
2464	"ENSG00000197249.8"	"SERPINA1"	chr14	-	94854896	94855000	94854896	94854997	94855137	94855347
2516	"ENSG00000119684.11"	"MLH3"	chr14	-	75497245	75497418	75497245	75497405	75498770	75498882
2580	"ENSG00000204392.6"	"LSM2"	chr6	-	31773851	31773919	31773851	31773898	31774531	31774761
2629	"ENSG00000213983.7"	"AP1G2"	chr14	-	24032924	24033430	24032924	24033065	24033541	24033597
2631	"ENSG00000213983.7"	"AP1G2"	chr14	-	24036319	24036528	24036319	24036524	24036659	24036733
2662	"ENSG00000165792.13"	"METTL17"	chr14	+	21461276	21462222	21462127	21462222	21460699	21460781
2698	"ENSG00000126246.5"	"IGFLR1"	chr19	-	36230610	36230989	36230610	36230670	36231924	36232124
2699	"ENSG00000068650.14"	"ATP11A"	chr13	+	113536126	113541482	113536129	113541482	113532530	113532617
2701	"ENSG00000068650.14"	"ATP11A"	chr13	+	113536129	113541482	113536189	113541482	113532530	113532617
2792	"ENSG00000120784.11"	"ZFP30"	chr19	-	38145612	38145780	38145612	38145686	38146000	38146313
2806	"ENSG00000148019.8"	"CEP78"	chr9	+	80869751	80869880	80869758	80869880	80868147	80868193
2873	"ENSG00000111344.7"	"RASAL1"	chr12	-	113545889	113546030	113545889	113546027	113552604	113552717
3040	"ENSG00000197111.11"	"PCBP2"	chr12	+	53862560	53862616	53862563	53862616	53861004	53861077
3069	"ENSG00000050426.11"	"LETMD1"	chr12	+	51447560	51447643	51447594	51447643	51445874	51445990
3072	"ENSG00000140983.9"	"RHOT2"	chr16	+	718352	718411	718357	718411	718104	718154
3077	"ENSG00000140983.9"	"RHOT2"	chr16	+	718655	718699	718658	718699	718487	718569
3083	"ENSG00000050405.9"	"LIMA1"	chr12	-	50575686	50575820	50575686	50575817	50589612	50589670
3189	"ENSG00000129467.9"	"ADCY4"	chr14	-	24803699	24803888	24803699	24803841	24804090	24804277
3190	"ENSG00000129467.9"	"ADCY4"	chr14	-	24803699	24803888	24803699	24803884	24804090	24804277
3195	"ENSG00000177575.8"	"CD163"	chr12	-	7632455	7632592	7632455	7632509	7635238	7635358
3196	"ENSG00000177575.8"	"CD163"	chr12	-	7632455	7633852	7632455	7632509	7635238	7635358
3206	"ENSG00000215021.4"	"PHB2"	chr12	-	7077573	7077758	7077573	7077750	7078660	7078740
3207	"ENSG00000215021.4"	"PHB2"	chr12	-	7077573	7077871	7077573	7077750	7078660	7078740
3208	"ENSG00000215021.4"	"PHB2"	chr12	-	7077573	7077871	7077573	7077758	7078660	7078740
3321	"ENSG00000110955.4"	"ATP5B"	chr12	-	57032889	57033091	57032889	57032980	57033763	57033976
3331	"ENSG00000048028.7"	"USP28"	chr11	-	113701588	113701668	113701588	113701665	113702641	113702715
3438	"ENSG00000175634.10"	"RPS6KB2"	chr11	+	67200596	67200918	67200810	67200918	67200422	67200513
3439	"ENSG00000175634.10"	"RPS6KB2"	chr11	+	67201465	67201746	67201668	67201746	67200810	67200918
3451	"ENSG00000174197.12"	"MGA"	chr15	+	42032103	42032401	42032250	42032401	42028378	42028896
3499	"ENSG00000003056.3"	"M6PR"	chr12	-	9098824	9099001	9098824	9098983	9099311	9099420
3544	"ENSG00000103064.9"	"SLC7A6"	chr16	+	68307697	68307807	68307724	68307807	68300504	68300624
3563	"ENSG00000103168.12"	"TAF1C"	chr16	-	84218456	84218666	84218456	84218595	84219085	84219189
3751	"ENSG00000130600.11"	"H19"	chr11	-	2016405	2017228	2016405	2017024	2017308	2017421
3763	"ENSG00000177697.13"	"CD151"	chr11	+	836250	836843	836768	836843	836062	836153
3780	"ENSG00000142102.11"	"ATHL1"	chr11	+	293593	293727	293669	293727	293365	293502
3790	"ENSG00000148824.14"	"MTG1"	chr10	+	135215032	135215749	135215652	135215749	135213032	135213123
3791	"ENSG00000165828.9"	"PRAP1"	chr10	+	135165507	135165644	135165510	135165644	135163598	135163665
3877	"ENSG00000003147.13"	"ICA1"	chr7	-	8275539	8275635	8275539	8275570	8301723	8301911
3943	"ENSG00000214655.6"	"ZSWIM8"	chr10	+	75559768	75559952	75559877	75559952	75559134	75559248
4006	"ENSG00000091640.3"	"SPAG7"	chr17	-	4863316	4863485	4863316	4863406	4863753	4863842
4090	"ENSG00000148399.7"	"DPH7"	chr9	-	140469203	140469298	140469203	140469295	140470531	140470619
4116	"ENSG00000244187.3"	"TMEM141"	chr9	+	139686398	139686810	139686702	139686810	139686162	139686229
4241	"ENSG00000081377.12"	"CDC14B"	chr9	-	99327674	99327765	99327674	99327737	99329049	99329536
4252	"ENSG00000158604.10"	"TMED4"	chr7	-	44621321	44621422	44621321	44621405	44621652	44621840
4255	"ENSG00000187742.10"	"SECISBP2"	chr9	+	91949436	91949645	91949550	91949645	91948939	91949070
4266	"ENSG00000124920.9"	"MYRF"	chr11	+	61548428	61548517	61548431	61548517	61548183	61548264
4273	"ENSG00000104783.7"	"KCNN4"	chr19	-	44276151	44276287	44276151	44276255	44278343	44278771
4313	"ENSG00000166171.8"	"DPCD"	chr10	+	103368591	103368694	103368623	103368694	103364896	103364969
4374	"ENSG00000107105.10"	"ELAVL2"	chr9	-	23690101	23692885	23690101	23692882	23701376	23701602
4388	"ENSG00000173068.13"	"BNC2"	chr9	-	16418540	16419647	16418540	16419641	16435035	16435097
4395	"ENSG00000167526.9"	"RPL13"	chr16	+	89627985	89628159	89628003	89628159	89627634	89627776
4423	"ENSG00000185803.4"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582252	145582560
4424	"ENSG00000185803.4"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582671	145582725
4438	"ENSG00000104529.13"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144671160	144672630
4500	"ENSG00000162572.15"	"SCNN1D"	chr1	+	1217621	1217695	1217655	1217695	1215851	1216046
4501	"ENSG00000173209.18"	"AHSA2"	chr2	+	61406115	61406306	61406120	61406306	61404562	61404823
4558	"ENSG00000093072.11"	"CECR1"	chr22	-	17690245	17690580	17690245	17690488	17700245	17700325
4601	"ENSG00000106133.13"	"NSUN5P2"	chr7	-	72419430	72419641	72419430	72419519	72420384	72420500
4696	"ENSG00000178950.12"	"GAK"	chr4	-	844723	845762	844723	844872	858909	859032
4706	"ENSG00000115282.15"	"TTC31"	chr2	+	74717151	74717600	74717370	74717600	74710448	74710690
4708	"ENSG00000115282.15"	"TTC31"	chr2	+	74719070	74719182	74719130	74719182	74718710	74718799
4712	"ENSG00000219626.4"	"FAM228B"	chr2	+	24303745	24303825	24303748	24303825	24299797	24299839
4794	"ENSG00000244198.1"	"RP4-545C24.1"	chr7	+	143936132	143936481	143936367	143936481	143904785	143904897
4885	"ENSG00000106384.6"	"MOGAT3"	chr7	-	100839177	100839670	100839177	100839381	100843514	100843585
5051	"ENSG00000147813.11"	"NAPRT1"	chr8	-	144656954	144657515	144656954	144657070	144657592	144657695
5126	"ENSG00000164638.6"	"SLC29A4"	chr7	+	5327436	5327616	5327439	5327616	5313999	5314122
5182	"ENSG00000125089.12"	"SH3TC1"	chr4	+	8219971	8220074	8219997	8220074	8218683	8218894
5206	"ENSG00000113812.9"	"ACTR8"	chr3	-	53907058	53907173	53907058	53907154	53908237	53908391
5207	"ENSG00000113812.9"	"ACTR8"	chr3	-	53907058	53907173	53907058	53907154	53909974	53910107
5242	"ENSG00000132000.7"	"PODNL1"	chr19	-	14045066	14045223	14045066	14045198	14046533	14046643
5264	"ENSG00000111752.6"	"PHC1"	chr12	+	9075228	9075384	9075252	9075384	9073580	9073661
5341	"ENSG00000204120.10"	"GIGYF2"	chr2	+	233625189	233625301	233625193	233625301	233620932	233621044
5354	"ENSG00000186281.8"	"GPAT2"	chr2	-	96691930	96692854	96691930	96692053	96693166	96693838
5402	"ENSG00000155363.14"	"MOV10"	chr1	+	113230949	113231760	113231556	113231760	113229587	113229728
5442	"ENSG00000104231.6"	"ZFAND1"	chr8	-	82615203	82615359	82615203	82615322	82621022	82621064
5452	"ENSG00000204410.10"	"MSH5"	chr6	+	31728961	31729039	31728964	31729039	31727866	31727993
5471	"ENSG00000221983.3"	"UBA52"	chr19	+	18685679	18686051	18685866	18686051	18684471	18684558
5480	"ENSG00000206503.7"	"HLA-A"	chr6	+	29912276	29912868	29912835	29912868	29911898	29912174
5482	"ENSG00000206503.7"	"HLA-A"	chr6	+	29912835	29912868	29912839	29912868	29912276	29912411
5483	"ENSG00000095059.11"	"DHPS"	chr19	-	12786830	12786919	12786830	12786892	12787921	12788025
5485	"ENSG00000095059.11"	"DHPS"	chr19	-	12786830	12786956	12786830	12786919	12787921	12788025
5559	"ENSG00000198721.8"	"ECI2"	chr6	-	4117541	4119509	4117541	4117685	4125483	4126471
5572	"ENSG00000092841.14"	"MYL6"	chr12	+	56553370	56553932	56553808	56553932	56552467	56552495
5573	"ENSG00000092841.14"	"MYL6"	chr12	+	56553758	56553932	56553808	56553932	56552467	56552495
5609	"ENSG00000102710.15"	"SUPT20H"	chr13	-	37619383	37619513	37619383	37619510	37621482	37621545
5641	"ENSG00000066651.13"	"TRMT11"	chr6	+	126334115	126334247	126334120	126334247	126333916	126333989
5644	"ENSG00000090263.11"	"MRPS33"	chr7	-	140710218	140710460	140710218	140710417	140714350	140714479
5691	"ENSG00000115204.10"	"MPV17"	chr2	-	27535860	27535976	27535860	27535941	27539944	27540101
5739	"ENSG00000143224.13"	"PPOX"	chr1	+	161138202	161138366	161138221	161138366	161137884	161137917
5746	"ENSG00000131503.16"	"ANKHD1"	chr5	+	139916922	139917174	139916973	139917174	139907768	139909381
5846	"ENSG00000112514.11"	"CUTA"	chr6	-	33385257	33385593	33385257	33385472	33385863	33386094
5847	"ENSG00000168566.11"	"SNRNP48"	chr6	+	7599905	7601757	7601568	7601757	7595259	7595334
5919	"ENSG00000132635.12"	"PCED1A"	chr20	-	2816684	2816960	2816684	2816756	2819241	2819392
6011	"ENSG00000113761.7"	"ZNF346"	chr5	+	176471389	176471534	176471392	176471534	176468778	176468871
6096	"ENSG00000161558.6"	"TMEM143"	chr19	-	48863328	48863440	48863328	48863433	48866547	48866931
6165	"ENSG00000063244.8"	"U2AF2"	chr19	+	56173867	56173984	56173870	56173984	56173136	56173200
6190	"ENSG00000112787.8"	"FBRSL1"	chr12	+	133084738	133084936	133084741	133084936	133067387	133067447
6196	"ENSG00000158106.8"	"RHPN1"	chr8	+	144461998	144462345	144462231	144462345	144461484	144461678
6207	"ENSG00000214548.10"	"MEG3"	chr14	+	101302072	101302216	101302075	101302216	101297352	101297431
6263	"ENSG00000134222.12"	"PSRC1"	chr1	-	109825301	109825411	109825301	109825353	109825684	109825790
6264	"ENSG00000134222.12"	"PSRC1"	chr1	-	109825301	109825411	109825301	109825358	109825684	109825790
6270	"ENSG00000183048.7"	"SLC25A10"	chr17	+	79681982	79682102	79681994	79682102	79679370	79679549
6271	"ENSG00000183048.7"	"SLC25A10"	chr17	+	79681982	79682102	79681994	79682102	79680471	79680536
6355	"ENSG00000172375.8"	"C2CD2L"	chr11	+	118984320	118984422	118984346	118984422	118983409	118983584
6377	"ENSG00000110075.10"	"PPP6R3"	chr11	+	68355265	68355492	68355445	68355492	68350510	68350597
6379	"ENSG00000110075.10"	"PPP6R3"	chr11	+	68355394	68355492	68355445	68355492	68350510	68350597
6380	"ENSG00000110075.10"	"PPP6R3"	chr11	+	68355412	68355492	68355445	68355492	68350510	68350597
6385	"ENSG00000170049.5"	"KCNAB3"	chr17	-	7827732	7827818	7827732	7827816	7828414	7828501
6509	"ENSG00000171680.16"	"PLEKHG5"	chr1	-	6527884	6527958	6527884	6527953	6529101	6529301
6511	"ENSG00000171680.16"	"PLEKHG5"	chr1	-	6527884	6528646	6527884	6527958	6529101	6529301
6527	"ENSG00000072682.14"	"P4HA2"	chr5	-	131562778	131562951	131562778	131562914	131563231	131563487
6540	"ENSG00000090686.11"	"USP48"	chr1	-	22056196	22056325	22056196	22056322	22062922	22063118
6556	"ENSG00000266714.2"	"MYO15B"	chr17	+	73610279	73610441	73610327	73610441	73609785	73609858
6559	"ENSG00000121716.14"	"PILRB"	chr7	+	99950995	99951635	99951517	99951635	99950619	99950746
6563	"ENSG00000121716.14"	"PILRB"	chr7	+	99955842	99955989	99955886	99955989	99954372	99954561
6607	"ENSG00000136521.8"	"NDUFB5"	chr3	+	179333770	179333837	179333772	179333837	179332758	179332847
6648	"ENSG00000120533.8"	"ENY2"	chr8	+	110348356	110348433	110348361	110348433	110346605	110346703
6662	"ENSG00000214135.4"	"AC024560.3"	chr3	-	197350982	197351068	197350982	197351058	197351342	197351591
6672	"ENSG00000248592.3"	"TMEM110-MUSTN1"	chr3	-	52868955	52869318	52868955	52869019	52869804	52874278
6743	"ENSG00000017260.15"	"ATP2C1"	chr3	+	130711774	130711845	130711794	130711845	130694175	130694332
6781	"ENSG00000130038.5"	"EFCAB4B"	chr12	-	3747289	3747623	3747289	3747620	3757707	3757779
6840	"ENSG00000198643.2"	"FAM3D"	chr3	-	58635041	58635065	58635041	58635062	58641277	58641328
6842	"ENSG00000198643.2"	"FAM3D"	chr3	-	58635041	58635141	58635041	58635065	58641277	58641328
6904	"ENSG00000147789.11"	"ZNF7"	chr8	+	146062775	146062892	146062778	146062892	146052944	146052994
7051	"ENSG00000048707.9"	"VPS13D"	chr1	+	12401836	12401942	12401839	12401942	12395761	12395884
7112	"ENSG00000131378.9"	"RFTN1"	chr3	-	16535231	16535387	16535231	16535384	16554948	16555213
7197	"ENSG00000175110.7"	"MRPS22"	chr3	+	139065719	139065886	139065722	139065886	139063406	139063560
7245	"ENSG00000243989.3"	"ACY1"	chr3	+	52019376	52019481	52019416	52019481	52018062	52018174
7292	"ENSG00000110934.6"	"BIN2"	chr12	-	51678499	51678571	51678499	51678564	51685374	51686128
7299	"ENSG00000010165.15"	"METTL13"	chr1	+	171755018	171755218	171755026	171755218	171752879	171753179
7301	"ENSG00000173272.9"	"MZT2A"	chr2	-	132249448	132249597	132249448	132249545	132249779	132249995
7302	"ENSG00000173272.9"	"MZT2A"	chr2	-	132249448	132249597	132249448	132249545	132250292	132250316
7303	"ENSG00000154237.8"	"LRRK1"	chr15	+	101565004	101565172	101565007	101565172	101562587	101562683
7308	"ENSG00000114745.9"	"GORASP1"	chr3	-	39141795	39141994	39141795	39141945	39142278	39142593
7365	"ENSG00000112139.10"	"MDGA1"	chr6	-	37614948	37615100	37614948	37615048	37616757	37617042
7366	"ENSG00000114270.11"	"COL7A1"	chr3	-	48607566	48607767	48607566	48607611	48607897	48607933
7410	"ENSG00000128159.7"	"TUBGCP6"	chr22	-	50658385	50660303	50658385	50658444	50660456	50660531
7456	"ENSG00000124574.10"	"ABCC10"	chr6	+	43399879	43401098	43400972	43401098	43395593	43395705
7524	"ENSG00000103197.12"	"TSC2"	chr16	+	2129032	2129197	2129035	2129197	2127598	2127727
7532	"ENSG00000115762.12"	"PLEKHB2"	chr2	+	131897739	131897848	131897742	131897848	131890474	131890588
7635	"ENSG00000162949.12"	"CAPN13"	chr2	-	30959368	30959495	30959368	30959437	30960027	30961159
7638	"ENSG00000115446.7"	"UNC50"	chr2	+	99226105	99226502	99226218	99226502	99225041	99225189
7652	"ENSG00000180902.12"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242690660	242690803
7672	"ENSG00000204642.9"	"HLA-F"	chr6	+	29691949	29692225	29692023	29692225	29691546	29691704
7673	"ENSG00000204642.9"	"HLA-F"	chr6	+	29691949	29692225	29692023	29692225	29691815	29691859
7700	"ENSG00000169727.8"	"GPS1"	chr17	+	80010131	80010335	80010253	80010335	80009375	80009400
7717	"ENSG00000187147.13"	"RNF220"	chr1	+	45115554	45117395	45116375	45117395	45115332	45115441
7766	"ENSG00000133265.6"	"HSPBP1"	chr19	-	55776645	55776757	55776645	55776735	55777253	55777350
7858	"ENSG00000122085.12"	"MTERFD2"	chr2	-	242033691	242033847	242033691	242033844	242041667	242041747
7859	"ENSG00000104626.10"	"ERI1"	chr8	+	8887301	8890848	8890058	8890848	8877859	8877974
7863	"ENSG00000168758.6"	"SEMA4C"	chr2	-	97533514	97533663	97533514	97533660	97535612	97535708
7864	"ENSG00000018280.12"	"SLC11A1"	chr2	+	219248965	219249088	219249041	219249088	219247682	219247793
7896	"ENSG00000115207.9"	"GTF3C2"	chr2	-	27550903	27551056	27550903	27551055	27551271	27551463
7902	"ENSG00000119777.14"	"TMEM214"	chr2	+	27260899	27261105	27261013	27261105	27260428	27260570
8004	"ENSG00000186204.10"	"CYP4F12"	chr19	+	15791053	15791107	15791087	15791107	15789070	15789215
8005	"ENSG00000186204.10"	"CYP4F12"	chr19	+	15806970	15807322	15807239	15807322	15795877	15796007
8028	"ENSG00000133731.5"	"IMPA1"	chr8	-	82593732	82593819	82593732	82593798	82598486	82598928
8082	"ENSG00000162910.14"	"MRPL55"	chr1	-	228296655	228296722	228296655	228296717	228296849	228297013
8085	"ENSG00000143947.8"	"RPS27A"	chr2	+	55461254	55462098	55461966	55462098	55460498	55460553
8124	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887376	139887695	139887504	139887695	139887091	139887152
8160	"ENSG00000204231.6"	"RXRB"	chr6	-	33166084	33166241	33166084	33166138	33166945	33167193
8198	"ENSG00000132128.12"	"LRRC41"	chr1	-	46744853	46745286	46744853	46744929	46745863	46745962
8207	"ENSG00000136490.4"	"LIMD2"	chr17	-	61776158	61776429	61776158	61776298	61776616	61776708
8210	"ENSG00000188313.8"	"PLSCR1"	chr3	-	146239330	146239492	146239330	146239488	146239619	146239840
8230	"ENSG00000163291.10"	"PAQR3"	chr4	-	79838914	79839053	79838914	79839034	79845010	79845101
8234	"ENSG00000163362.6"	"C1orf106"	chr1	+	200867434	200867583	200867519	200867583	200863948	200864215
8242	"ENSG00000155368.12"	"DBI"	chr2	+	120125134	120125220	120125139	120125220	120124564	120124636
8277	"ENSG00000152292.12"	"SH2D6"	chr2	+	85662187	85662246	85662190	85662246	85661595	85661620
8285	"ENSG00000228106.1"	"RP11-452F19.3"	chr1	+	223010264	223010726	223010560	223010726	223008460	223008557
8286	"ENSG00000228106.1"	"RP11-452F19.3"	chr1	+	223010337	223010726	223010560	223010726	223008460	223008557
8344	"ENSG00000198715.7"	"C1orf85"	chr1	-	156264155	156264356	156264155	156264316	156264466	156264549
8349	"ENSG00000204685.5"	"AC012307.3"	chr2	+	96905450	96906426	96906181	96906426	96874153	96874717
8362	"ENSG00000185499.12"	"MUC1"	chr1	-	155160638	155160707	155160638	155160688	155160803	155160979
8376	"ENSG00000143543.10"	"JTB"	chr1	-	153949168	153949489	153949168	153949251	153949645	153949865
8430	"ENSG00000143416.16"	"SELENBP1"	chr1	-	151337664	151337757	151337664	151337714	151338081	151338160
8431	"ENSG00000143416.16"	"SELENBP1"	chr1	-	151338243	151338929	151338243	151338322	151339197	151339380
8442	"ENSG00000168894.5"	"RNF181"	chr2	+	85824075	85824301	85824226	85824301	85823641	85823772
8448	"ENSG00000012983.7"	"MAP4K5"	chr14	-	50904611	50904729	50904611	50904726	50906730	50906791
8462	"ENSG00000161013.12"	"MGAT4B"	chr5	-	179225927	179226175	179225927	179226121	179226505	179226636
8487	"ENSG00000161955.12"	"TNFSF13"	chr17	+	7463162	7463210	7463167	7463210	7462384	7462614
8492	"ENSG00000142327.7"	"RNPEPL1"	chr2	+	241513191	241514045	241513931	241514045	241512526	241512678
8513	"ENSG00000159214.8"	"CCDC24"	chr1	+	44459475	44459636	44459511	44459636	44458194	44458311
8514	"ENSG00000159214.8"	"CCDC24"	chr1	+	44459475	44459636	44459558	44459636	44458194	44458311
8515	"ENSG00000159214.8"	"CCDC24"	chr1	+	44459475	44459636	44459561	44459636	44458194	44458311
8566	"ENSG00000076944.10"	"STXBP2"	chr19	+	7707314	7707709	7707651	7707709	7707088	7707219
8685	"ENSG00000196535.10"	"MYO18A"	chr17	-	27442681	27442870	27442681	27442858	27445062	27445207
8765	"ENSG00000183010.12"	"PYCR1"	chr17	-	79892801	79893023	79892801	79893020	79893212	79893392
8811	"ENSG00000146067.11"	"FAM193B"	chr5	-	176965905	176966148	176965905	176966043	176981249	176981508
8933	"ENSG00000258315.1"	"C17orf49"	chr17	+	6920575	6920839	6920579	6920839	6919813	6920004
8943	"ENSG00000169718.13"	"DUS1L"	chr17	-	80018576	80018659	80018576	80018656	80018736	80018837
8944	"ENSG00000169718.13"	"DUS1L"	chr17	-	80018576	80018659	80018576	80018656	80018740	80018837
8946	"ENSG00000001617.7"	"SEMA3F"	chr3	+	50197007	50197167	50197124	50197167	50192523	50192580
8968	"ENSG00000112511.13"	"PHF1"	chr6	+	33383366	33383447	33383369	33383447	33383037	33383106
8972	"ENSG00000138386.12"	"NAB1"	chr2	+	191550201	191550364	191550204	191550364	191537826	191537878
8977	"ENSG00000143409.11"	"FAM63A"	chr1	-	150974640	150975182	150974640	150974646	150978787	150979347
