ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2651	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24029017	24029182	24025911	24026054	24036305	24037704
2652	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24029024	24029182	24025911	24026054	24032418	24032480
2653	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24032418	24032543	24025911	24026054	24036305	24037704
2654	"ENSG00000273000.1"	"KB-1572G7.2"	chr22	-	24032418	24032543	24029017	24029182	24036305	24037704
2667	"ENSG00000272779.1"	"LL22NC03-80A10.6"	chr22	+	22663061	22663184	22661897	22661956	22664100	22664248
2689	"ENSG00000183506.12"	"PI4KAP2"	chr22	-	21841088	21841216	21838293	21838423	21841853	21841961
2690	"ENSG00000183506.12"	"PI4KAP2"	chr22	-	21841088	21841264	21838293	21838423	21841853	21841961
2707	"ENSG00000099917.13"	"MED15"	chr22	+	20920753	20921104	20918736	20918975	20922807	20922918
2713	"ENSG00000099904.11"	"ZDHHC8"	chr22	+	20128739	20128860	20128393	20128535	20128943	20129053
2729	"ENSG00000100084.10"	"HIRA"	chr22	-	19338880	19338969	19318220	19319079	19340878	19341042
2737	"ENSG00000100075.5"	"SLC25A1"	chr22	-	19164090	19164206	19163933	19164007	19164358	19164463
2738	"ENSG00000100075.5"	"SLC25A1"	chr22	-	19164632	19164717	19164358	19164463	19165645	19165753
2739	"ENSG00000100075.5"	"SLC25A1"	chr22	-	19165239	19165554	19164632	19164717	19165645	19165753
2745	"ENSG00000243156.3"	"MICAL3"	chr22	-	18305712	18305826	18304795	18304936	18314619	18314766
2757	"ENSG00000177663.9"	"IL17RA"	chr22	+	17581244	17581371	17579664	17579777	17582885	17582933
2758	"ENSG00000177663.9"	"IL17RA"	chr22	+	17586480	17586492	17585615	17585700	17586742	17586844
2774	"ENSG00000160285.10"	"LSS"	chr21	-	47639389	47639486	47636302	47636438	47641767	47641889
2776	"ENSG00000142173.10"	"COL6A2"	chr21	+	47537787	47537850	47537313	47537367	47538527	47538590
2777	"ENSG00000142173.10"	"COL6A2"	chr21	+	47540428	47540491	47539701	47539764	47540974	47541037
2778	"ENSG00000142173.10"	"COL6A2"	chr21	+	47542021	47542072	47541469	47541532	47542409	47542445
2779	"ENSG00000142173.10"	"COL6A2"	chr21	+	47542788	47542851	47542409	47542445	47544564	47544627
2780	"ENSG00000142173.10"	"COL6A2"	chr21	+	47545179	47545225	47544798	47544834	47545378	47545531
2782	"ENSG00000182871.10"	"COL18A1"	chr21	+	46902708	46902735	46901876	46901939	46906774	46906906
2783	"ENSG00000182871.10"	"COL18A1"	chr21	+	46914458	46914485	46913414	46913489	46914775	46914829
2784	"ENSG00000182871.10"	"COL18A1"	chr21	+	46924329	46924470	46923924	46923968	46925047	46925192
2785	"ENSG00000182871.10"	"COL18A1"	chr21	+	46925047	46925192	46924329	46924470	46925271	46925345
2789	"ENSG00000227039.2"	"ITGB2-AS1"	chr21	+	46342827	46342898	46341240	46341266	46346782	46346919
2791	"ENSG00000160255.12"	"ITGB2"	chr21	-	46309190	46309410	46308607	46308810	46309892	46310137
2792	"ENSG00000160255.12"	"ITGB2"	chr21	-	46311723	46311911	46309892	46310137	46313318	46313459
2804	"ENSG00000141959.12"	"PFKL"	chr21	+	45730888	45730966	45726563	45726637	45731987	45732177
2805	"ENSG00000141959.12"	"PFKL"	chr21	+	45739966	45740030	45739233	45739298	45741611	45741758
2807	"ENSG00000142182.4"	"DNMT3L"	chr21	-	45668908	45668994	45666221	45666445	45670692	45670832
2812	"ENSG00000241945.3"	"PWP2"	chr21	+	45533633	45533728	45528864	45528977	45534505	45534649
2818	"ENSG00000160216.14"	"AGPAT3"	chr21	+	45397926	45398002	45391268	45391371	45400869	45401068
2821	"ENSG00000160213.5"	"CSTB"	chr21	-	45194538	45194640	45192392	45194211	45196084	45196326
2823	"ENSG00000160209.14"	"PDXK"	chr21	+	45152019	45152528	45139103	45139262	45153949	45154004
2827	"ENSG00000142178.7"	"SIK1"	chr21	-	44839738	44839885	44839232	44839358	44840113	44840337
2828	"ENSG00000142178.7"	"SIK1"	chr21	-	44841853	44841917	44841517	44841679	44845286	44845403
2836	"ENSG00000160191.13"	"PDE9A"	chr21	+	44108026	44108104	44073888	44073993	44152179	44152234
2844	"ENSG00000160191.13"	"PDE9A"	chr21	+	44119077	44119121	44108026	44108104	44152179	44152234
2852	"ENSG00000160191.13"	"PDE9A"	chr21	+	44152179	44152234	44108026	44108104	44153465	44153536
2886	"ENSG00000182093.10"	"WRB"	chr21	+	40779718	40779843	40778487	40778657	40780531	40780603
2910	"ENSG00000157554.14"	"ERG"	chr21	-	39774478	39774559	39764297	39764366	39775427	39775631
2911	"ENSG00000157554.14"	"ERG"	chr21	-	39775427	39775631	39764297	39764366	39795331	39795483
2963	"ENSG00000241837.2"	"ATP5O"	chr21	-	35278752	35278804	35276238	35276325	35279644	35279716
2965	"ENSG00000241837.2"	"ATP5O"	chr21	-	35279031	35279098	35278752	35278804	35279644	35279716
2970	"ENSG00000205758.7"	"CRYZL1"	chr21	-	34996988	34997066	34994301	34994374	35003791	35003833
2976	"ENSG00000159147.13"	"DONSON"	chr21	-	34954470	34954552	34951655	34951868	34956895	34957074
2984	"ENSG00000159131.12"	"GART"	chr21	-	34878280	34878411	34877867	34878009	34882089	34882227
2985	"ENSG00000159131.12"	"GART"	chr21	-	34882089	34882227	34877867	34878009	34883558	34883765
2992	"ENSG00000159110.15"	"IFNAR2"	chr21	+	34632901	34633032	34624966	34625135	34634865	34635061
2996	"ENSG00000159086.10"	"PAXBP1"	chr21	-	34115558	34115625	34110483	34110630	34115988	34116065
3016	"ENSG00000166979.8"	"EVA1C"	chr21	+	33873724	33873805	33867336	33867480	33887123	33887190
3018	"ENSG00000166979.8"	"EVA1C"	chr21	+	33876235	33876325	33867426	33867480	33887123	33887190
3019	"ENSG00000166979.8"	"EVA1C"	chr21	+	33876235	33876325	33873724	33873805	33887123	33887190
3020	"ENSG00000142207.5"	"URB1"	chr21	-	33691526	33691724	33689986	33690228	33692840	33692950
3024	"ENSG00000142168.10"	"SOD1"	chr21	+	33033861	33034047	33032005	33032154	33038761	33038831
3025	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33031934	33032154	33038761	33038831
3026	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33031934	33032154	33039570	33039654
3027	"ENSG00000142168.10"	"SOD1"	chr21	+	33036102	33036199	33033861	33034047	33038761	33038831
3028	"ENSG00000142168.10"	"SOD1"	chr21	+	33038761	33038831	33031934	33032154	33039570	33039654
3029	"ENSG00000142168.10"	"SOD1"	chr21	+	33038761	33038831	33036102	33036199	33039570	33039654
3051	"ENSG00000156256.10"	"USP16"	chr21	+	30415743	30415920	30414792	30414849	30418987	30419642
3052	"ENSG00000156256.10"	"USP16"	chr21	+	30422412	30422499	30421081	30421176	30426122	30426279
3080	"ENSG00000155313.11"	"USP25"	chr21	+	17196357	17196485	17191016	17191165	17197284	17197380
3086	"ENSG00000235609.4"	"AF127936.7"	chr21	-	16225594	16225752	16197843	16197945	16229862	16230029
3095	"ENSG00000171703.12"	"TCEA2"	chr20	+	62698267	62698373	62696902	62697891	62699399	62699487
3100	"ENSG00000198276.9"	"UCKL1"	chr20	-	62572735	62572740	62572462	62572561	62575749	62575811
3102	"ENSG00000198276.9"	"UCKL1"	chr20	-	62577513	62577620	62577157	62577328	62577805	62577996
3111	"ENSG00000243509.4"	"TNFRSF6B"	chr20	+	62328680	62328875	62328020	62328544	62329632	62330037
3113	"ENSG00000258366.3"	"RTEL1"	chr20	+	62319491	62319532	62319289	62319403	62319653	62319739
3115	"ENSG00000258366.3"	"RTEL1"	chr20	+	62326680	62326833	62326418	62326574	62327130	62327333
3116	"ENSG00000258366.3"	"RTEL1"	chr20	+	62326680	62327003	62326418	62326574	62327130	62327207
3121	"ENSG00000101199.8"	"ARFGAP1"	chr20	+	61912642	61912699	61910250	61910347	61914170	61914203
3128	"ENSG00000101194.13"	"SLC17A9"	chr20	+	61595579	61595667	61594935	61595032	61596483	61596518
3130	"ENSG00000092758.11"	"COL9A3"	chr20	+	61467538	61467685	61467272	61467305	61467829	61467884
3140	"ENSG00000130703.11"	"OSBPL2"	chr20	+	60848364	60848462	60847180	60847315	60854212	60854395
3169	"ENSG00000124256.10"	"ZBP1"	chr20	-	56191299	56191524	56190567	56190636	56195274	56195534
3172	"ENSG00000124253.9"	"PCK1"	chr20	+	56139224	56139669	56138620	56138783	56140095	56140191
3197	"ENSG00000054793.9"	"ATP9A"	chr20	-	50224065	50224123	50221355	50221559	50225056	50225165
3199	"ENSG00000101096.15"	"NFATC2"	chr20	-	50048603	50049293	50003493	50007988	50051724	50051851
3220	"ENSG00000197818.7"	"SLC9A8"	chr20	+	48466115	48466217	48461572	48461656	48471974	48472118
3229	"ENSG00000196562.10"	"SULF2"	chr20	-	46291813	46291956	46290516	46290640	46292196	46292298
3234	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45848908	45848975	45841286	45841370	45849964	45850125
3236	"ENSG00000101040.15"	"ZMYND8"	chr20	-	45865069	45865260	45858471	45858552	45874751	45875261
3281	"ENSG00000124102.4"	"PI3"	chr20	+	43804501	43804777	43803516	43803642	43805010	43805185
3283	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43552801	43552897	43550234	43550372	43559158	43559367
3287	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43561712	43561826	43561322	43561354	43564031	43564138
3291	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43567314	43567389	43566685	43566832	43581283	43581345
3298	"ENSG00000124120.6"	"TTPAL"	chr20	+	43112976	43113068	43108624	43109084	43115235	43115346
3299	"ENSG00000124120.6"	"TTPAL"	chr20	+	43112976	43113170	43108624	43109084	43115235	43115346
3300	"ENSG00000124120.6"	"TTPAL"	chr20	+	43115235	43115346	43108624	43109084	43117903	43118094
3306	"ENSG00000132823.6"	"OSER1"	chr20	-	42835924	42835959	42835520	42835638	42836193	42836233
3307	"ENSG00000101052.8"	"IFT52"	chr20	+	42233641	42233713	42232822	42232898	42242489	42242616
