ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
42	"ENSG00000231325.5"	"LY6G5C"	chrGL000251.1	-	3158626	3158798	3160445	3160737	3156497	3156665	3161383	3161436	42	0	0			150	150	NA	NA	NA		NA
43	"ENSG00000226182.4"	"LST1"	chrGL000251.1	+	3065033	3065126	3065336	3065359	3064592	3064711	3065885	3066298	43	0	0			150	98	NA	NA	NA		NA
44	"ENSG00000226182.4"	"LST1"	chrGL000251.1	+	3065033	3065126	3065336	3065359	3064592	3064711	3065906	3066298	44	0	0			150	98	NA	NA	NA		NA
45	"ENSG00000242092.4"	"HLA-DMB"	chrGL000250.1	-	4190102	4190138	4190296	4190413	4189398	4189748	4191932	4192217	45	0	0			150	111	NA	NA	NA		NA
46	"ENSG00000262511.1"	"RAD17"	chrGL339449.2	+	154646	154750	155226	155410	154230	154367	157015	157273	46	0	0			150	150	NA	NA	NA		NA
47	"ENSG00000262511.1"	"RAD17"	chrGL339449.2	+	155226	155410	157015	157273	154230	154367	157813	157897	47	0	0			150	150	NA	NA	NA		NA
48	"ENSG00000262244.3"	"RDH13"	chrGL949753.1	-	776455	776572	780572	780690	771316	771435	781481	781689	48	0	0			150	150	NA	NA	NA		NA
49	"ENSG00000262260.2"	"NLRP2"	chrGL949753.1	+	689911	689983	693776	693842	686659	686704	694321	695888	49	0	0			147	141	NA	NA	NA		NA
50	"ENSG00000273349.1"	"VSTM1"	chrGL949753.1	-	16535	16563	16593	16736	16282	16320	25776	25815	50	0	0			150	103	NA	NA	NA		NA
51	"ENSG00000273349.1"	"VSTM1"	chrGL949753.1	-	27265	27341	32672	32957	25776	25815	33063	33099	51	0	0			150	150	NA	NA	NA		NA
52	"ENSG00000263258.3"	"RDH13"	chrGL949752.1	-	967077	967194	971194	971312	961938	962057	972103	972311	52	0	0			150	150	NA	NA	NA		NA
53	"ENSG00000262827.3"	"FCAR"	chrGL949752.1	+	779704	779740	785208	785286	778654	778698	789599	789890	53	0	0			111	150	NA	NA	NA		NA
54	"ENSG00000273460.1"	"VSTM1"	chrGL949750.1	-	16535	16563	16593	16736	16282	16320	25776	25815	54	0	0			150	103	NA	NA	NA		NA
55	"ENSG00000273460.1"	"VSTM1"	chrGL949750.1	-	27265	27341	32672	32957	25776	25815	33063	33099	55	0	0			150	150	NA	NA	NA		NA
56	"ENSG00000262175.2"	"NLRP2"	chrGL949749.1	+	985273	985345	989138	989204	982021	982066	989683	991250	56	0	0			147	141	NA	NA	NA		NA
57	"ENSG00000273414.1"	"VSTM1"	chrGL949749.1	-	16535	16563	16593	16736	16282	16320	25776	25815	57	0	0			150	103	NA	NA	NA		NA
58	"ENSG00000273414.1"	"VSTM1"	chrGL949749.1	-	27265	27341	32672	32957	25776	25815	33063	33099	58	0	0			150	150	NA	NA	NA		NA
59	"ENSG00000262348.3"	"RDH13"	chrGL949748.1	-	1044280	1044397	1048397	1048515	1039141	1039260	1049306	1049514	59	0	0			150	150	NA	NA	NA		NA
60	"ENSG00000262329.2"	"NLRP2"	chrGL949748.1	+	957736	957808	961601	961667	954484	954529	962146	963713	60	0	0			147	141	NA	NA	NA		NA
61	"ENSG00000262806.3"	"FCAR"	chrGL949747.1	+	520596	520632	526098	526176	519546	519590	530465	530756	61	0	0			111	150	NA	NA	NA		NA
62	"ENSG00000261975.3"	"RDH13"	chrGL949746.1	-	967693	967810	971810	971928	962554	962673	972719	972927	62	0	0			150	150	NA	NA	NA		NA
63	"ENSG00000262886.2"	"NLRP2"	chrGL949746.1	+	881149	881221	885014	885080	877897	877942	885559	887126	63	0	0			147	141	NA	NA	NA		NA
64	"ENSG00000262642.3"	"LILRA6"	chrGL949746.1	-	195882	196179	215601	215898	195327	195630	216346	216649	64	0	0			150	150	NA	NA	NA		NA
65	"ENSG00000272759.1"	"VSTM1"	chrGL949746.1	-	16535	16563	16593	16736	16282	16320	25776	25815	65	0	0			150	103	NA	NA	NA		NA
66	"ENSG00000272759.1"	"VSTM1"	chrGL949746.1	-	27265	27341	32672	32957	25776	25815	33063	33099	66	0	0			150	150	NA	NA	NA		NA
67	"ENSG00000268430.4"	"SHANK2"	chrJH806581.1	-	44782	44809	46135	46144	36547	36678	46418	46499	67	0	0			84	102	NA	NA	NA		NA
68	"ENSG00000260703.1"	"TTC25"	chrGL582976.1	+	222112	222185	222240	222391	221858	221990	223114	223176	68	0	0			148	150	NA	NA	NA		NA
69	"ENSG00000260753.1"	"NT5C3B"	chrGL582976.1	-	115431	115594	117442	117532	114067	114268	119033	119119	69	0	0			150	150	NA	NA	NA		NA
70	"ENSG00000270288.1"	"C14orf80"	chrKB021645.1	+	155745	155901	157001	157100	155273	155476	160523	160610	70	0	0			150	150	NA	NA	NA		NA
71	"ENSG00000268944.3"	"IRAK1"	chrJH159150.3	-	1448020	1448257	1450010	1450076	1447021	1447412	1450415	1450623	71	0	0			141	150	NA	NA	NA		NA
72	"ENSG00000268876.1"	"ARHGAP4"	chrJH159150.3	-	1352813	1353035	1355077	1355140	1347759	1347861	1355345	1355508	72	0	0			138	150	NA	NA	NA		NA
73	"ENSG00000269478.1"	"CD99L2"	chrJH806600.2	-	6340676	6340853	6352703	6354002	6340404	6340476	6355628	6355691	73	0	0			150	150	NA	NA	NA		NA
74	"ENSG00000269759.1"	"MTMR1"	chrJH806600.2	+	6236738	6236762	6238875	6238926	6223592	6223698	6243021	6243097	74	0	0			99	126	NA	NA	NA		NA
75	"ENSG00000269759.1"	"MTMR1"	chrJH806600.2	+	6237126	6237150	6237340	6237367	6236738	6236762	6238875	6238926	75	0	0			99	102	NA	NA	NA		NA
76	"ENSG00000269759.1"	"MTMR1"	chrJH806600.2	+	6237340	6237367	6238875	6238926	6236738	6236762	6243021	6243097	76	0	0			102	126	NA	NA	NA		NA
77	"ENSG00000269759.1"	"MTMR1"	chrJH806600.2	+	6237340	6237367	6238875	6238929	6236738	6236762	6243021	6243097	77	0	0			102	129	NA	NA	NA		NA
78	"ENSG00000269031.1"	"MTM1"	chrJH806600.2	+	6122989	6123084	6138986	6139097	6120895	6120968	6143435	6143537	78	0	0			150	150	NA	NA	NA		NA
79	"ENSG00000268498.1"	"HDAC8"	chrJH806592.1	-	256905	257047	257770	257901	184172	184285	261073	261126	79	0	0			150	150	NA	NA	NA		NA
80	"ENSG00000269499.2"	"TBC1D25"	chrJH806590.2	+	784297	784452	798325	798453	780761	780871	798586	798775	80	0	0			150	150	NA	NA	NA		NA
81	"ENSG00000264337.1"	"GPR89A"	chrJH636052.4	+	2423760	2424088	2427614	2427660	2423460	2423588	2431646	2431706	81	0	0			150	121	NA	NA	NA		NA
82	"ENSG00000261911.2"	"RFC2"	chrJH159134.2	-	1775897	1775999	1778247	1778354	1772381	1772482	1778974	1779016	82	0	0			150	150	NA	NA	NA		NA
83	"ENSG00000261911.2"	"RFC2"	chrJH159134.2	-	1775897	1775999	1778247	1778456	1772381	1772482	1778974	1779016	83	0	0			150	150	NA	NA	NA		NA
84	"ENSG00000263151.1"	"BCL7B"	chrJH159134.2	-	1069117	1069288	1072783	1072880	1067169	1067249	1081402	1081478	84	0	0			150	150	NA	NA	NA		NA
85	"ENSG00000263151.1"	"BCL7B"	chrJH159134.2	-	1072065	1072143	1072783	1072880	1069117	1069288	1081402	1081478	85	0	0			150	150	NA	NA	NA		NA
86	"ENSG00000264832.1"	"PTPN20B"	chrJH591181.2	+	1203491	1203648	1211696	1211832	1182895	1182957	1215032	1215130	86	0	0			150	150	NA	NA	NA		NA
87	"ENSG00000264832.1"	"PTPN20B"	chrJH591181.2	+	1203491	1203648	1211737	1211832	1182895	1182957	1215032	1215130	87	0	0			150	150	NA	NA	NA		NA
88	"ENSG00000264832.1"	"PTPN20B"	chrJH591181.2	+	1218955	1219070	1226210	1226318	1217677	1217790	1236100	1236252	88	0	0			150	150	NA	NA	NA		NA
89	"ENSG00000264832.1"	"PTPN20B"	chrJH591181.2	+	1239071	1239162	1258454	1258670	1236100	1236252	1271026	1271089	89	0	0			150	150	NA	NA	NA		NA
90	"ENSG00000265354.2"	"TIMM23B"	chrJH591181.2	+	253960	254045	256523	256556	253637	253731	259851	259962	90	0	0			150	108	NA	NA	NA		NA
91	"ENSG00000271713.2"	"KIR2DL4"	chrKB021647.1	+	783200	783251	787492	787596	780318	780612	788057	788110	91	0	0			126	150	NA	NA	NA		NA
92	"ENSG00000273421.1"	"VSTM1"	chrKB021647.1	-	16535	16563	16593	16736	16282	16320	25776	25815	92	0	0			150	103	NA	NA	NA		NA
93	"ENSG00000273421.1"	"VSTM1"	chrKB021647.1	-	27265	27341	32672	32957	25776	25815	33063	33099	93	0	0			150	150	NA	NA	NA		NA
94	"ENSG00000261516.1"	"ZNF707"	chrGL383535.1	+	26025	26123	27848	27946	23123	23187	28701	28768	94	0	0			150	150	NA	NA	NA		NA
95	"ENSG00000262320.3"	"LILRA6"	chrGL949752.1	-	196072	196369	215819	216116	195515	195818	216564	216867	95	0	0			150	150	NA	NA	NA		NA
96	"ENSG00000183878.11"	"UTY"	chrY	-	15470343	15470433	15470967	15471102	15469756	15469849	15471646	15471866	96	1	0			150	150	NA	NA	1.0		NA
97	"ENSG00000233345.5"	"MSH5"	chrGL000250.1	+	3044345	3044393	3044393	3044483	3043999	3044143	3044639	3044713	97	0	0			123	150	NA	NA	NA		NA
98	"ENSG00000092377.9"	"TBL1Y"	chrY	+	6846253	6846284	6863844	6863939	6780128	6780213	6889489	6889578	98	3	0			106	150	NA	NA	1.0		NA
99	"ENSGR0000205755.6"	"CRLF2"	chrY	-	1267418	1267581	1267663	1268008	1264893	1265014	1271271	1271405	99	0	0			150	150	NA	NA	NA		NA
100	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153176375	153176453	153176582	153176643	153176153	153176288	153178153	153178256	100	35	58			136	150	NA	NA	0.4		NA
101	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153184285	153184507	153186549	153186612	153179231	153179333	153186817	153186980	101	24	49			138	150	NA	NA	0.347		NA
102	"ENSG00000198753.7"	"PLXNB3"	chrX	+	153043402	153043550	153043715	153043780	153042982	153043143	153043850	153043926	102	121	141			150	140	NA	NA	0.445		NA
103	"ENSG00000171100.10"	"MTM1"	chrX	+	149767055	149767150	149783061	149783172	149764961	149765034	149787510	149787612	103	5	5			150	150	NA	NA	0.5		NA
104	"ENSG00000270998.2"	"RDH13"	chrKB021647.1	-	1038663	1038780	1042780	1042898	1033524	1033643	1043689	1043897	104	0	0			150	150	NA	NA	NA		NA
105	"ENSG00000241674.4"	"HLA-DMB"	chrGL000255.1	-	4135245	4135281	4135439	4135556	4134541	4134891	4137075	4137360	105	0	0			150	111	NA	NA	NA		NA
106	"ENSG00000156500.10"	"FAM122C"	chrX	+	133981912	133982001	133983196	133983258	133981412	133981505	133986829	133986926	106	2	2			150	137	NA	NA	0.477		NA
107	"ENSG00000226685.2"	"CT47A12"	chrX	-	120012622	120012778	120064111	120064267	120011343	120011484	120065154	120066151	107	0	0			150	150	NA	NA	NA		NA
108	"ENSG00000102024.13"	"PLS3"	chrX	+	114845114	114845233	114848464	114848846	114844554	114844635	114856557	114856721	108	0	2			150	150	NA	NA	0.0		NA
109	"ENSG00000102024.13"	"PLS3"	chrX	+	114858652	114858692	114863509	114863639	114856557	114856721	114864146	114864279	109	0	42			115	150	NA	NA	0.0		NA
110	"ENSG00000197565.11"	"COL4A6"	chrX	-	107449973	107450003	107453198	107453234	107449747	107449810	107454901	107454970	110	10	0			111	105	NA	NA	1.0		NA
111	"ENSG00000123560.9"	"PLP1"	chrX	+	103034776	103034918	103035730	103035838	103031801	103031927	103040510	103040697	111	0	0			150	150	NA	NA	NA		NA
112	"ENSG00000126733.16"	"DACH2"	chrX	+	85439236	85439354	85631826	85631865	85403624	85404112	85769281	85769394	112	0	0			150	114	NA	NA	NA		NA
113	"ENSG00000147180.12"	"ZNF711"	chrX	+	84522283	84522421	84523299	84523347	84520123	84520261	84525008	84525152	113	0	13			150	123	NA	NA	0.0		NA
114	"ENSG00000165259.9"	"HDX"	chrX	-	83730258	83730405	83743031	83743140	83723479	83724583	83757349	83757461	114	0	6			150	150	NA	NA	0.0		NA
115	"ENSG00000147099.15"	"HDAC8"	chrX	-	71787738	71787880	71788603	71788734	71715005	71715118	71791906	71791959	115	10	11			150	150	NA	NA	0.476		NA
116	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69717029	69717071	116	39	0			150	121	NA	NA	1.0		NA
117	"ENSG00000082458.7"	"DLG3"	chrX	+	69713225	69713325	69715257	69715303	69712370	69712446	69718369	69718420	117	24	1			150	121	NA	NA	0.951		NA
118	"ENSG00000067445.16"	"TRO"	chrX	+	54949010	54950201	54950262	54950379	54948650	54948724	54950883	54950988	118	51	0			150	150	NA	NA	1.0		NA
119	"ENSG00000102312.16"	"PORCN"	chrX	+	48371222	48371240	48372514	48372529	48370976	48371107	48372627	48372753	119	5	0			93	90	NA	NA	1.0		NA
120	"ENSG00000147050.10"	"KDM6A"	chrX	+	44919266	44919401	44919853	44920009	44918491	44918711	44920568	44920664	120	3	7			150	150	NA	NA	0.3		NA
121	"ENSG00000147044.16"	"CASK"	chrX	-	41414852	41414888	41416284	41416353	41412971	41413168	41419031	41419100	121	2	15			144	111	NA	NA	0.093		NA
122	"ENSG00000147044.16"	"CASK"	chrX	-	41481869	41481887	41483516	41483534	41469156	41469278	41485856	41485956	122	0	0			93	93	NA	NA	NA		NA
123	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202468	41202604	41202989	41203075	41201989	41202089	41203282	41203381	123	65	33			150	150	NA	NA	0.663		NA
124	"ENSG00000156298.8"	"TSPAN7"	chrX	+	38482155	38482286	38505514	38505565	38420796	38420880	38525374	38525563	124	0	0			150	126	NA	NA	NA		NA
125	"ENSG00000156298.8"	"TSPAN7"	chrX	+	38482155	38482286	38515248	38515408	38420796	38420880	38525374	38525563	125	0	0			150	150	NA	NA	NA		NA
126	"ENSG00000156298.8"	"TSPAN7"	chrX	+	38505514	38505565	38515248	38515408	38420796	38420880	38525374	38525563	126	0	0			126	150	NA	NA	NA		NA
127	"ENSG00000184831.9"	"APOO"	chrX	-	23886709	23886805	23892519	23892574	23876758	23876850	23897031	23897151	127	29	20			130	150	NA	NA	0.626		NA
128	"ENSG00000102054.13"	"RBBP7"	chrX	-	16870538	16870673	16870673	16870751	16870168	16870245	16870871	16870998	128	193	2			150	150	NA	NA	0.99		NA
129	"ENSG00000177138.11"	"FAM9B"	chrX	-	8998162	8998247	8998301	8998401	8997347	8997459	9000170	9000202	129	4	0			150	150	NA	NA	1.0		NA
130	"ENSG00000169093.10"	"ASMTL"	chrX	-	1554586	1554651	1557989	1558037	1553914	1553976	1561078	1561210	130	24	61			123	140	NA	NA	0.309		NA
131	"ENSG00000198223.10"	"CSF2RA"	chrX	+	1419383	1419519	1422815	1422912	1414319	1414349	1424338	1424420	131	5	6			150	150	NA	NA	0.455		NA
132	"ENSG00000205755.6"	"CRLF2"	chrX	-	1317418	1317581	1317663	1318008	1314893	1315014	1321271	1321405	132	0	0			150	150	NA	NA	NA		NA
133	"ENSG00000054611.9"	"TBC1D22A"	chr22	+	47193340	47193517	47274548	47274619	47189397	47189738	47287161	47287290	133	13	16			150	146	NA	NA	0.442		NA
134	"ENSG00000054611.9"	"TBC1D22A"	chr22	+	47309229	47309342	47370185	47370295	47307969	47308084	47393529	47393605	134	0	47			150	150	NA	NA	0.0		NA
135	"ENSG00000100373.5"	"UPK3A"	chr22	+	45683052	45683332	45684941	45685024	45681821	45681977	45689061	45689194	135	46	80			150	150	NA	NA	0.365		NA
136	"ENSG00000093000.14"	"NUP50"	chr22	+	45571774	45571961	45574118	45574781	45567480	45567564	45577166	45577248	136	7	34			150	150	NA	NA	0.171		NA
137	"ENSG00000241484.5"	"ARHGAP8"	chr22	+	45197956	45198044	45204186	45204318	45182336	45182486	45210551	45210638	137	37	40			150	150	NA	NA	0.481		NA
138	"ENSG00000241484.5"	"ARHGAP8"	chr22	+	45204551	45204612	45204885	45204978	45204186	45204318	45210551	45210638	138	0	9			136	150	NA	NA	0.0		NA
139	"ENSG00000186976.10"	"EFCAB6"	chr22	-	44178059	44178205	44193124	44193231	44161184	44161273	44204874	44205011	139	0	2			150	150	NA	NA	0.0		NA
140	"ENSG00000100372.10"	"SLC25A17"	chr22	-	41175761	41175898	41180516	41180608	41175012	41175129	41188528	41188680	140	0	4			150	150	NA	NA	0.0		NA
141	"ENSG00000100372.10"	"SLC25A17"	chr22	-	41188528	41188680	41190517	41190584	41175012	41175129	41195026	41195087	141	16	23			142	150	NA	NA	0.424		NA
142	"ENSG00000100354.16"	"TNRC6B"	chr22	+	40660691	40663040	40666125	40666284	40657835	40658177	40669428	40669604	142	5	0			150	150	NA	NA	1.0		NA
143	"ENSG00000100351.12"	"GRAP2"	chr22	+	40351822	40351914	40356058	40356178	40343096	40343188	40361993	40362162	143	3	0			150	150	NA	NA	1.0		NA
144	"ENSG00000100211.6"	"CBY1"	chr22	+	39061550	39061690	39063573	39063667	39052960	39053148	39064021	39064137	144	8	0			150	150	NA	NA	1.0		NA
145	"ENSG00000100129.13"	"EIF3L"	chr22	+	38251571	38251651	38254685	38254747	38247286	38247497	38258975	38259045	145	245	194			150	137	NA	NA	0.536		NA
146	"ENSG00000100320.18"	"RBFOX2"	chr22	-	36148659	36148702	36152151	36152191	36142519	36142608	36155934	36156067	146	43	2			115	118	NA	NA	0.957		NA
147	"ENSG00000100003.13"	"SEC14L2"	chr22	+	30811747	30811854	30811936	30812076	30806584	30806668	30812222	30812392	147	45	62			150	150	NA	NA	0.421		NA
148	"ENSG00000248751.2"	"RP1-130H16.18"	chr22	-	30684694	30684765	30688761	30688840	30683361	30683549	30689639	30689794	148	61	19			150	146	NA	NA	0.758		NA
149	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140692	29141851	29141996	29139869	29139966	29147228	29147276	149	32	60			150	150	NA	NA	0.348		NA
150	"ENSG00000100209.5"	"HSCB"	chr22	+	29140602	29140697	29141851	29141996	29139869	29139966	29147228	29147276	150	32	60			150	150	NA	NA	0.348		NA
151	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120552	29120911	29120964	29121112	29115382	29115473	29121230	29121355	151	18	0			150	150	NA	NA	1.0		NA
152	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120873	29120911	29120964	29121112	29107896	29108005	29121230	29121355	152	7	0			150	113	NA	NA	1.0		NA
153	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120873	29120911	29120964	29121112	29115382	29115473	29121230	29121355	153	18	0			150	113	NA	NA	1.0		NA
154	"ENSG00000244625.1"	"CTA-211A9.5"	chr22	+	27113215	27113422	27134024	27134203	27068767	27068950	27170118	27170180	154	4	0			150	150	NA	NA	1.0		NA
155	"ENSG00000133460.15"	"SLC2A11"	chr22	+	24225958	24226060	24226135	24226211	24224945	24225056	24226488	24226616	155	8	4			150	150	NA	NA	0.667		NA
156	"ENSG00000198932.8"	"GPRASP1"	chrX	+	101907102	101907193	101907758	101907826	101906293	101906523	101908148	101908226	156	3	13			150	143	NA	NA	0.18		NA
157	"ENSG00000183597.11"	"TANGO2"	chr22	+	20043465	20043536	20049052	20049206	20039987	20040107	20050860	20050965	157	9	32			146	150	NA	NA	0.224		NA
158	"ENSG00000160191.13"	"PDE9A"	chr21	+	44106301	44106372	44108026	44108104	44073888	44073993	44119077	44119121	158	31	64			146	150	NA	NA	0.332		NA
159	"ENSG00000160191.13"	"PDE9A"	chr21	+	44108026	44108104	44119077	44119121	44073888	44073993	44153465	44153536	159	0	2			150	119	NA	NA	0.0		NA
