ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2550	"ENSG00000076706.10"	"MCAM"	chr11	-	119181465	119182131	119181465	119181613	119181989	119182131
2561	"ENSG00000172367.11"	"PDZD3"	chr11	+	119058272	119059576	119058272	119058409	119059348	119059576
2620	"ENSG00000103024.3"	"NME3"	chr16	-	1820881	1821411	1820881	1820994	1821280	1821411
2650	"ENSG00000105426.10"	"PTPRS"	chr19	-	5218430	5219478	5218430	5218543	5219320	5219478
2686	"ENSG00000174791.6"	"RIN1"	chr11	-	66101984	66103153	66101984	66102722	66103080	66103153
2824	"ENSG00000104957.9"	"CCDC130"	chr19	+	13869681	13870086	13869681	13869824	13869924	13870086
3003	"ENSG00000161960.10"	"EIF4A1"	chr17	+	7479841	7480483	7479841	7480008	7480373	7480483
3179	"ENSG00000102225.11"	"CDK16"	chrX	+	47085363	47086102	47085363	47085426	47085981	47086102
3271	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356
3342	"ENSG00000213930.7"	"GALT"	chr9	+	34647488	34647958	34647488	34647564	34647828	34647958
3732	"ENSG00000126088.8"	"UROD"	chr1	+	45479580	45480508	45479580	45479742	45480407	45480508
3736	"ENSG00000087085.9"	"ACHE"	chr7	-	100489954	100490439	100489954	100490175	100490307	100490439
3780	"ENSG00000186088.11"	"GSAP"	chr7	-	76958649	76959684	76958649	76958708	76959498	76959684
3862	"ENSG00000143549.15"	"TPM3"	chr1	-	154143124	154145454	154143124	154143187	154145383	154145454
4068	"ENSG00000186281.8"	"GPAT2"	chr2	-	96688705	96689188	96688705	96688771	96689056	96689188
4072	"ENSG00000173531.11"	"MST1"	chr3	-	49722170	49722939	49722170	49722388	49722903	49722939
4424	"ENSG00000204301.5"	"NOTCH4"	chr6	-	32168893	32171659	32168893	32169277	32171546	32171659
4459	"ENSG00000159433.7"	"STARD9"	chr15	+	42954991	42956115	42954991	42955089	42956017	42956115
4497	"ENSG00000198677.6"	"TTC37"	chr5	-	94852228	94852764	94852228	94852290	94852619	94852764
4539	"ENSG00000113597.13"	"TRAPPC13"	chr5	+	64956525	64960211	64956525	64956724	64960060	64960211
4590	"ENSG00000163395.12"	"IGFN1"	chr1	+	201184666	201185272	201184666	201184966	201185093	201185272
4602	"ENSG00000114626.13"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
4644	"ENSG00000135218.13"	"CD36"	chr7	+	80302085	80303463	80302085	80302159	80303298	80303463
4670	"ENSG00000127054.14"	"CPSF3L"	chr1	-	1247972	1248504	1247972	1248080	1248414	1248504
4983	"ENSG00000090539.11"	"CHRD"	chr3	+	184100421	184100951	184100421	184100562	184100803	184100951
5049	"ENSG00000118298.6"	"CA14"	chr1	+	150235202	150235818	150235202	150235269	150235697	150235818
5105	"ENSG00000140043.7"	"PTGR2"	chr14	+	74343700	74346879	74343700	74343871	74346757	74346879
5108	"ENSG00000131652.9"	"THOC6"	chr16	+	3075924	3076289	3075924	3075989	3076251	3076289
5250	"ENSG00000164068.11"	"RNF123"	chr3	+	49737100	49737997	49737100	49737205	49737904	49737997
5259	"ENSG00000185133.9"	"INPP5J"	chr22	+	31522598	31523518	31522598	31522707	31523342	31523518
5413	"ENSG00000171824.9"	"EXOSC10"	chr1	-	11136898	11137708	11136898	11137005	11137657	11137708
5479	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220098854	220100597	220098854	220100034	220100429	220100597
5531	"ENSG00000234741.3"	"GAS5"	chr1	-	173833394	173834420	173833394	173833442	173834366	173834420
5731	"ENSG00000112739.12"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4060920	4061888	4062533
5882	"ENSG00000176444.14"	"CLK2"	chr1	-	155233740	155234341	155233740	155233831	155234258	155234341
5974	"ENSG00000108479.7"	"GALK1"	chr17	-	73758784	73759520	73758784	73758966	73759400	73759520
5987	"ENSG00000114388.8"	"NPRL2"	chr3	-	50387095	50387453	50387095	50387259	50387343	50387453
6026	"ENSG00000165525.13"	"NEMF"	chr14	-	50251642	50252038	50251642	50251722	50251937	50252038
6080	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6301	"ENSG00000131788.11"	"PIAS3"	chr1	+	145578061	145578721	145578061	145578295	145578636	145578721
6328	"ENSG00000142327.7"	"RNPEPL1"	chr2	+	241513191	241514045	241513191	241513308	241513931	241514045
