ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1516	"ENSG00000166348.13"	"USP54"	chr10	-	75265065	75265184	75265080	75265184	75260412	75260596
1636	"ENSG00000186298.7"	"PPP1CC"	chr12	-	111160276	111160500	111160428	111160500	111159939	111160074
1645	"ENSG00000213920.4"	"MDP1"	chr14	-	24683697	24683805	24683751	24683805	24683529	24683601
1654	"ENSG00000238105.3"	"GOLGA2B"	chr12	-	100561113	100561221	100561114	100561221	100560831	100560919
1675	"ENSG00000118162.9"	"KPTN"	chr19	-	47986382	47986472	47986417	47986472	47984214	47984290
1731	"ENSG00000161638.6"	"ITGA5"	chr12	-	54798213	54798678	54798486	54798678	54797928	54798030
1774	"ENSG00000049089.9"	"COL9A2"	chr1	-	40777730	40778151	40778127	40778151	40777333	40777387
1781	"ENSG00000105135.11"	"ILVBL"	chr19	-	15226811	15227132	15226962	15227132	15226660	15226732
1795	"ENSG00000133943.16"	"C14orf159"	chr14	+	91681748	91682137	91681748	91681900	91690022	91690139
1841	"ENSG00000215021.4"	"PHB2"	chr12	-	7078660	7078740	7078669	7078740	7077573	7077750
1863	"ENSG00000196323.7"	"ZBTB44"	chr11	-	130106687	130106988	130106904	130106988	130106004	130106111
1899	"ENSG00000172367.11"	"PDZD3"	chr11	+	119058648	119059260	119058648	119058853	119059348	119059576
1956	"ENSG00000166012.10"	"TAF1D"	chr11	-	93464311	93464382	93464315	93464382	93463847	93463878
1995	"ENSG00000162105.12"	"SHANK2"	chr11	-	70336380	70336492	70336407	70336492	70331418	70333825
2012	"ENSG00000175634.10"	"RPS6KB2"	chr11	+	67200422	67200665	67200422	67200513	67200810	67200918
2021	"ENSG00000175550.3"	"DRAP1"	chr11	+	65687418	65687512	65687418	65687468	65687813	65687933
2062	"ENSG00000112146.12"	"FBXO9"	chr6	+	52938278	52938437	52938278	52938436	52941283	52941341
2111	"ENSG00000172830.8"	"SSH3"	chr11	+	67074308	67074584	67074308	67074433	67074841	67074907
2122	"ENSG00000070081.11"	"NUCB2"	chr11	+	17308180	17308264	17308180	17308260	17316870	17317014
2131	"ENSG00000268027.1"	"AC006129.2"	chr19	+	42057549	42057864	42057549	42057672	42060075	42060116
2136	"ENSG00000130413.11"	"STK33"	chr11	-	8502029	8502161	8502080	8502161	8498796	8498830
2203	"ENSG00000070047.7"	"PHRF1"	chr11	+	581491	581606	581491	581597	581961	582081
2208	"ENSG00000185187.8"	"SIGIRR"	chr11	-	409859	410027	409867	410027	408072	408206
2210	"ENSG00000142102.11"	"ATHL1"	chr11	+	292885	292997	292885	292983	293067	293235
2268	"ENSG00000155256.13"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99502850	99502921
2269	"ENSG00000155256.13"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99504485	99504672
2295	"ENSG00000102362.11"	"SYTL4"	chrX	-	99959722	99959882	99959806	99959882	99956923	99957103
2326	"ENSG00000162032.11"	"SPSB3"	chr16	-	1827946	1828613	1828134	1828613	1827747	1827873
2378	"ENSG00000148399.7"	"DPH7"	chr9	-	140470160	140470619	140470531	140470619	140469203	140469298
2480	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32051477	32051040	32051086	32052310	32052356
2486	"ENSG00000165806.15"	"CASP7"	chr10	+	115485120	115485296	115485120	115485188	115486063	115486193
2525	"ENSG00000171307.14"	"ZDHHC16"	chr10	+	99215730	99215801	99215730	99215775	99216533	99217127
2570	"ENSG00000236404.4"	"RP11-125B21.2"	chr9	-	2506358	2506540	2506418	2506540	2503279	2503403
2585	"ENSG00000178685.9"	"PARP10"	chr8	-	145059888	145060143	145059892	145060143	145059736	145059816
2596	"ENSG00000169398.15"	"PTK2"	chr8	-	141935660	141935848	141935759	141935848	141900641	141900702
2673	"ENSG00000105707.9"	"HPN"	chr19	+	35540174	35540420	35540174	35540295	35550576	35550706
2694	"ENSG00000172638.8"	"EFEMP2"	chr11	-	65636830	65637447	65637327	65637447	65635950	65636311
2746	"ENSG00000221914.4"	"PPP2R2A"	chr8	+	26220199	26221406	26220199	26220364	26223830	26223922
2748	"ENSG00000141127.10"	"PRPSAP2"	chr17	+	18759611	18759789	18759611	18759742	18769114	18769265
2809	"ENSG00000197321.10"	"SVIL"	chr10	-	29769465	29769742	29769478	29769742	29762766	29762918
2875	"ENSG00000203896.5"	"LIME1"	chr20	+	62369173	62369413	62369173	62369255	62369535	62369852
2903	"ENSG00000148498.11"	"PARD3"	chr10	-	34626202	34626354	34626205	34626354	34620044	34620272
2914	"ENSG00000186088.11"	"GSAP"	chr7	-	76959498	76959684	76959555	76959684	76958649	76958708
2916	"ENSG00000186704.8"	"DTX2P1"	chr7	+	76631479	76631638	76631479	76631636	76632605	76632764
2978	"ENSG00000164620.4"	"RELL2"	chr5	+	141016516	141017976	141016516	141017308	141018361	141018427
2983	"ENSG00000183696.9"	"UPP1"	chr7	+	48141420	48141579	48141420	48141467	48146469	48146679
3036	"ENSG00000188732.6"	"FAM221A"	chr7	+	23731801	23734532	23731801	23731872	23737810	23737918
3043	"ENSG00000146205.9"	"ANO7"	chr2	+	242162600	242163196	242162600	242162691	242163319	242163370
3081	"ENSG00000185049.8"	"NELFA"	chr4	-	1987998	1988129	1988006	1988129	1987841	1987910
3153	"ENSG00000272578.1"	"AP000347.2"	chr22	-	24028976	24029182	24029024	24029182	24025930	24026054
3205	"ENSG00000153291.11"	"SLC25A27"	chr6	+	46623579	46623771	46623579	46623767	46626698	46626783
3214	"ENSG00000182109.3"	"RP11-69E11.4"	chr1	-	39994687	39994836	39994726	39994836	39989478	39989568
3259	"ENSG00000104231.6"	"ZFAND1"	chr8	-	82626833	82627130	82627038	82627130	82626185	82626274
3269	"ENSG00000071553.12"	"ATP6AP1"	chrX	+	153657393	153657749	153657393	153657520	153659865	153659946
3314	"ENSG00000163040.10"	"CCDC74A"	chr2	+	132289236	132290354	132289236	132289375	132290436	132290510
3339	"ENSG00000111077.13"	"TENC1"	chr12	+	53452830	53453755	53452830	53453751	53454188	53454339
3341	"ENSG00000111077.13"	"TENC1"	chr12	+	53452830	53454042	53452830	53453755	53454188	53454339
3347	"ENSG00000112679.10"	"DUSP22"	chr6	+	311879	311962	311879	311914	335113	335163
3353	"ENSG00000204628.7"	"GNB2L1"	chr5	-	180668491	180669345	180669173	180669345	180666486	180666582
3354	"ENSG00000204628.7"	"GNB2L1"	chr5	-	180669169	180669345	180669173	180669345	180666486	180666582
3373	"ENSG00000213316.5"	"LTC4S"	chr5	+	179222584	179222857	179222584	179222684	179222941	179223023
3397	"ENSG00000066651.13"	"TRMT11"	chr6	+	126333916	126333998	126333916	126333989	126334115	126334247
3479	"ENSG00000204301.5"	"NOTCH4"	chr6	-	32168893	32171659	32171546	32171659	32168607	32168783
3528	"ENSG00000172890.7"	"NADSYN1"	chr11	+	71185440	71186668	71185440	71185572	71187246	71188271
3553	"ENSG00000052344.11"	"PRSS8"	chr16	-	31144546	31144709	31144635	31144709	31144199	31144274
3600	"ENSG00000143110.7"	"C1orf162"	chr1	+	112019419	112019700	112019419	112019489	112019955	112020050
3619	"ENSG00000085465.11"	"OVGP1"	chr1	-	111963897	111964295	111964186	111964295	111962231	111962348
3682	"ENSG00000239467.1"	"AC007405.6"	chr2	+	171627622	171627937	171627622	171627697	171633886	171633935
3685	"ENSG00000127054.14"	"CPSF3L"	chr1	-	1254451	1254904	1254675	1254904	1250939	1250998
3710	"ENSG00000170581.9"	"STAT2"	chr12	-	56743128	56743293	56743209	56743293	56742946	56743045
3714	"ENSG00000079263.14"	"SP140"	chr2	+	231109702	231109795	231109702	231109786	231112630	231112780
3725	"ENSG00000169744.8"	"LDB2"	chr4	-	16510157	16510309	16510163	16510309	16507462	16507605
3763	"ENSG00000112787.8"	"FBRSL1"	chr12	+	133148873	133148930	133148873	133148924	133150675	133150746
3785	"ENSG00000124839.8"	"RAB17"	chr2	-	238494640	238494800	238494706	238494800	238485899	238486025
3801	"ENSG00000138674.12"	"SEC31A"	chr4	-	83763292	83763634	83763337	83763634	83752089	83752128
3864	"ENSG00000228315.7"	"GUSBP11"	chr22	-	24036305	24037704	24037359	24037704	24025911	24026054
3895	"ENSG00000122481.12"	"RWDD3"	chr1	+	95709766	95710271	95709766	95710254	95712097	95712213
3919	"ENSG00000164039.10"	"BDH2"	chr4	-	104006505	104007697	104007636	104007697	104004027	104004086
3962	"ENSG00000134900.7"	"TPP2"	chr13	+	103317144	103317286	103317144	103317275	103320107	103320233
3987	"ENSG00000104805.11"	"NUCB1"	chr19	+	49416730	49416821	49416730	49416789	49421923	49422001
3998	"ENSG00000178821.8"	"TMEM52"	chr1	-	1850331	1850527	1850483	1850527	1849691	1849870
3999	"ENSG00000090686.11"	"USP48"	chr1	-	22062922	22063118	22062938	22063118	22056196	22056322
4070	"ENSG00000047457.9"	"CP"	chr3	-	148894024	148894199	148894036	148894199	148883732	148883837
4071	"ENSG00000118298.6"	"CA14"	chr1	+	150232545	150232643	150232545	150232566	150233857	150234037
4137	"ENSG00000115042.5"	"FAHD2A"	chr2	+	96076274	96076774	96076274	96076334	96078181	96078290
4143	"ENSG00000113712.12"	"CSNK1A1"	chr5	-	148885009	148885158	148885045	148885158	148880577	148880785
4156	"ENSG00000172269.12"	"DPAGT1"	chr11	-	118971727	118972852	118972204	118972852	118970971	118971118
4168	"ENSG00000185986.10"	"SDHAP3"	chr5	-	1574286	1574410	1574296	1574410	1572336	1572401
4178	"ENSG00000144535.15"	"DIS3L2"	chr2	+	232995328	232995653	232995328	232995429	233028168	233028342
4221	"ENSG00000143303.7"	"RRNAD1"	chr1	+	156701782	156702265	156701782	156701907	156702776	156702839
4260	"ENSG00000214021.11"	"TTLL3"	chr3	+	9868680	9868924	9868680	9868832	9869992	9870063
4266	"ENSG00000175262.10"	"C1orf127"	chr1	-	11017641	11017810	11017672	11017810	11017079	11017164
4307	"ENSG00000135686.8"	"KLHL36"	chr16	+	84690476	84691550	84690476	84691519	84693365	84693523
4332	"ENSG00000138035.10"	"PNPT1"	chr2	-	55871771	55872567	55872483	55872567	55870453	55870560
4349	"ENSG00000163435.11"	"ELF3"	chr1	+	201981084	201981564	201981084	201981306	201981767	201981887
4355	"ENSG00000168393.8"	"DTYMK"	chr2	-	242625183	242625292	242625221	242625292	242617866	242618064
4362	"ENSG00000175110.7"	"MRPS22"	chr3	+	139069020	139069902	139069020	139069164	139071488	139071634
4376	"ENSG00000177133.6"	"LINC00982"	chr1	-	2977670	2977895	2977852	2977895	2977064	2977168
4405	"ENSG00000166986.8"	"MARS"	chr12	+	57908736	57908841	57908736	57908797	57908932	57909276
4408	"ENSG00000101290.9"	"CDS2"	chr20	+	5163706	5163824	5163706	5163789	5165503	5165591
4414	"ENSG00000128438.6"	"TBC1D27"	chr17	-	16833622	16833722	16833686	16833722	16833143	16833222
4457	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043869	179044111	179044060	179044111	179043126	179043219
4458	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179044021	179044111	179044060	179044111	179043126	179043219
4466	"ENSG00000168488.14"	"ATXN2L"	chr16	+	28847253	28847497	28847253	28847443	28847646	28847811
4570	"ENSG00000196605.3"	"ZNF846"	chr19	-	9875485	9875711	9875611	9875711	9873957	9874084
4572	"ENSG00000187091.9"	"PLCD1"	chr3	-	38049948	38050649	38050532	38050649	38049725	38049858
4584	"ENSG00000115762.12"	"PLEKHB2"	chr2	+	131890474	131890588	131890474	131890564	131897742	131897848
4758	"ENSG00000167333.8"	"TRIM68"	chr11	-	4624470	4624570	4624474	4624570	4623381	4623636
4761	"ENSG00000197694.9"	"SPTAN1"	chr9	+	131389664	131389795	131389664	131389777	131392599	131392654
4776	"ENSG00000161010.10"	"C5orf45"	chr5	-	179280196	179280437	179280377	179280437	179271151	179271227
4782	"ENSG00000104325.2"	"DECR1"	chr8	+	91017675	91018073	91017675	91017959	91029351	91029554
4797	"ENSG00000244479.2"	"OR2A1-AS1"	chr7	-	143951526	143951789	143951696	143951789	143950625	143950681
4823	"ENSG00000165801.5"	"ARHGEF40"	chr14	+	21543490	21543924	21543490	21543658	21544518	21544615
4851	"ENSG00000197622.8"	"CDC42SE1"	chr1	-	151027491	151028469	151028152	151028469	151026706	151026797
4859	"ENSG00000173933.15"	"RBM4"	chr11	+	66410920	66411611	66410920	66410999	66413497	66413940
4872	"ENSG00000116299.12"	"KIAA1324"	chr1	+	109716095	109716201	109716095	109716179	109716309	109716459
4874	"ENSG00000185215.4"	"TNFAIP2"	chr14	+	103589797	103590288	103589797	103589820	103590711	103590843
4921	"ENSG00000100325.10"	"ASCC2"	chr22	-	30230430	30230539	30230477	30230539	30229529	30229603
4936	"ENSG00000102125.11"	"TAZ"	chrX	+	153648370	153648603	153648370	153648433	153648996	153649074
4959	"ENSG00000140181.10"	"HERC2P2"	chr15	-	23311161	23311537	23311306	23311537	23310008	23310147
4995	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887426	139887091	139887152	139887504	139887695
5004	"ENSG00000178467.13"	"P4HTM"	chr3	+	49042293	49042603	49042293	49042479	49043150	49043300
5026	"ENSG00000147133.11"	"TAF1"	chrX	+	70678090	70678216	70678090	70678207	70679401	70679558
5099	"ENSG00000116906.7"	"GNPAT"	chr1	+	231403425	231403657	231403425	231403649	231405608	231405802
5116	"ENSG00000103995.9"	"CEP152"	chr15	-	49033797	49033901	49033827	49033901	49030347	49031485
5135	"ENSG00000185864.12"	"NPIPB4"	chr16	-	21890658	21890778	21890698	21890778	21868900	21868979
5160	"ENSG00000143543.10"	"JTB"	chr1	-	153949168	153949489	153949451	153949489	153948301	153948381
5191	"ENSG00000143416.16"	"SELENBP1"	chr1	-	151338038	151338160	151338081	151338160	151337664	151337757
5208	"ENSG00000161013.12"	"MGAT4B"	chr5	-	179225927	179226121	179226064	179226121	179225512	179225591
5240	"ENSG00000166411.9"	"IDH3A"	chr15	+	78447554	78447617	78447554	78447593	78449889	78449973
5260	"ENSG00000174483.15"	"BBS1"	chr11	+	66299126	66299676	66299126	66299213	66299766	66301074
5283	"ENSG00000101365.16"	"IDH3B"	chr20	-	2641102	2641475	2641342	2641475	2640908	2641011
5288	"ENSG00000115073.6"	"ACTR1B"	chr2	-	98274889	98275466	98275341	98275466	98274686	98274779
5318	"ENSG00000049656.9"	"CLPTM1L"	chr5	-	1324877	1325931	1325865	1325931	1323901	1323984
5319	"ENSG00000049656.9"	"CLPTM1L"	chr5	-	1331913	1331998	1331917	1331998	1330394	1330498
5361	"ENSG00000125484.7"	"GTF3C4"	chr9	+	135553363	135555190	135553363	135553426	135558949	135559080
5421	"ENSG00000134644.11"	"PUM1"	chr1	-	31439945	31440157	31440013	31440157	31438828	31439044
5424	"ENSG00000176261.11"	"ZBTB8OS"	chr1	-	33116002	33116126	33116033	33116126	33093108	33093145
5431	"ENSG00000156218.8"	"ADAMTSL3"	chr15	+	84705524	84705756	84705524	84705739	84706514	84708179
5439	"ENSG00000164211.8"	"STARD4"	chr5	-	110848082	110848233	110848088	110848233	110842027	110842077
5444	"ENSG00000198492.10"	"YTHDF2"	chr1	+	29064770	29064850	29064770	29064841	29095440	29096287
5470	"ENSG00000271723.1"	"MROH7-TTC4"	chr1	+	55167762	55167918	55167762	55167909	55168295	55168418
5490	"ENSG00000169718.13"	"DUS1L"	chr17	-	80018736	80018837	80018740	80018837	80018576	80018656
5512	"ENSG00000003509.11"	"NDUFAF7"	chr2	+	37468720	37468934	37468720	37468780	37471005	37471116
5529	"ENSG00000164896.15"	"FASTK"	chr7	-	150773999	150774323	150774187	150774323	150773712	150773919
5534	"ENSG00000166444.13"	"ST5"	chr11	-	8732668	8732778	8732672	8732778	8732391	8732504
5554	"ENSG00000058600.11"	"POLR3E"	chr16	+	22320748	22320831	22320748	22320826	22324940	22325048
