ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1966	"ENSG00000105677.7"	"TMEM147"	chr19	+	36037573	36038142	36037573	36037710	36038020	36038142
1982	"ENSG00000160948.9"	"VPS28"	chr8	-	145650100	145651155	145650100	145650202	145651065	145651155
1986	"ENSG00000160948.9"	"VPS28"	chr8	-	145650328	145651591	145650328	145651155	145651562	145651591
2148	"ENSG00000184056.10"	"VPS33B"	chr15	-	91549601	91550276	91549601	91549675	91550179	91550276
2411	"ENSG00000140983.9"	"RHOT2"	chr16	+	718487	718699	718487	718569	718658	718699
2521	"ENSG00000197989.9"	"SNHG12"	chr1	-	28906423	28907741	28906423	28906493	28907622	28907741
2550	"ENSG00000109971.9"	"HSPA8"	chr11	-	122928959	122929969	122928959	122929192	122929766	122929969
2554	"ENSG00000076706.10"	"MCAM"	chr11	-	119181465	119182131	119181465	119181613	119181989	119182131
2977	"ENSG00000187531.9"	"SIRT7"	chr17	-	79872169	79873388	79872169	79872406	79873315	79873388
3140	"ENSG00000110330.4"	"BIRC2"	chr11	+	102219328	102221480	102219328	102219450	102220731	102221480
3202	"ENSG00000197958.8"	"RPL12"	chr9	-	130211888	130213684	130211888	130211987	130213559	130213684
3268	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32048749	32050402	32048749	32048842	32050278	32050402
3272	"ENSG00000142910.11"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356
3343	"ENSG00000213930.7"	"GALT"	chr9	+	34647488	34647958	34647488	34647564	34647828	34647958
3466	"ENSG00000082068.4"	"WDR70"	chr5	+	37721216	37725152	37721216	37721317	37725035	37725152
3530	"ENSG00000160818.12"	"GPATCH4"	chr1	-	156565872	156567913	156565872	156565923	156567826	156567913
3535	"ENSG00000172638.8"	"EFEMP2"	chr11	-	65634315	65634550	65634315	65634405	65634491	65634550
3664	"ENSG00000164889.8"	"SLC4A2"	chr7	+	150771125	150771928	150771125	150771380	150771761	150771928
3783	"ENSG00000186088.11"	"GSAP"	chr7	-	76958649	76959684	76958649	76958708	76959498	76959684
4070	"ENSG00000186281.8"	"GPAT2"	chr2	-	96688705	96689188	96688705	96688771	96689056	96689188
4345	"ENSG00000131899.6"	"LLGL1"	chr17	+	18143891	18145313	18143891	18144187	18145198	18145313
4426	"ENSG00000204301.5"	"NOTCH4"	chr6	-	32168893	32171659	32168893	32169277	32171546	32171659
4600	"ENSG00000114626.13"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
4611	"ENSG00000140365.11"	"COMMD4"	chr15	+	75631325	75632219	75631325	75631445	75632042	75632219
4714	"ENSG00000143093.10"	"STRIP1"	chr1	+	110591733	110593031	110591733	110591860	110592964	110593031
4851	"ENSG00000103245.9"	"NARFL"	chr16	-	780842	782900	780842	781000	782300	782900
5160	"ENSG00000179583.13"	"CIITA"	chr16	+	11000355	11003044	11000355	11002006	11002839	11003044
5210	"ENSG00000142046.10"	"TMEM91"	chr19	+	41889465	41889988	41889465	41889537	41889790	41889988
5340	"ENSG00000141141.10"	"DDX52"	chr17	-	35979812	35981322	35979812	35979884	35981171	35981322
5409	"ENSG00000171824.9"	"EXOSC10"	chr1	-	11136898	11137708	11136898	11137005	11137657	11137708
5475	"ENSG00000163516.9"	"ANKZF1"	chr2	+	220098854	220100597	220098854	220100034	220100429	220100597
5549	"ENSG00000168488.14"	"ATXN2L"	chr16	+	28847253	28847806	28847253	28847497	28847769	28847806
5720	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
5728	"ENSG00000112739.12"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4060920	4061888	4062533
5911	"ENSG00000213145.5"	"CRIP1"	chr14	+	105952653	105954725	105952653	105953636	105954667	105954725
5946	"ENSG00000188257.6"	"PLA2G2A"	chr1	-	20304507	20305372	20304507	20304614	20305226	20305372
5972	"ENSG00000108479.7"	"GALK1"	chr17	-	73758784	73759520	73758784	73758966	73759400	73759520
6023	"ENSG00000165525.13"	"NEMF"	chr14	-	50251642	50252038	50251642	50251722	50251937	50252038
6077	"ENSG00000148362.6"	"C9orf142"	chr9	+	139887091	139887695	139887091	139887152	139887504	139887695
6080	"ENSG00000178467.13"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042479	49043150	49043300
6125	"ENSG00000039650.5"	"PNKP"	chr19	-	50364705	50365138	50364705	50364767	50365028	50365138
6578	"ENSG00000085998.9"	"POMGNT1"	chr1	-	46658976	46659597	46658976	46659060	46659526	46659597
